"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","osd0.j8osds-d.skyhook-pg0.wisc.cloudlab.us",,,,"User:","jlefevre"
"Cmdline:","dstat -cdn --epoch --noheaders --integer --output dstat.8osds.lineitem.10MB.osd0.log",,,,"Date:","08 Sep 2019 20:27:19 CDT"
"total cpu usage",,,,,"dsk/total",,"net/total",,"epoch"
0.426,0.250,99.324,0,0,128974848,8192,171112,141543944,1567993491.289
0.275,0.125,99.599,0,0,67633152,8192,116192,94299628,1567993492.289
0.250,0.200,99.550,0,0,93323264,8192,66394,70734485,1567993493.289
0.275,0.200,99.525,0,0,64487424,8192,55484,94351313,1567993494.289
0.200,0.225,99.575,0,0,67633152,4280320,97738,48331848,1567993495.289
0.225,0.150,99.625,0,0,67633152,1327104,86750,93480584,1567993496.289
0.025,0.025,99.950,0,0,0,8192,19974,9402,1567993497.289
0.250,0.125,99.625,0,0,69730304,8192,77158,70760187,1567993498.289
0.275,0.175,99.550,0,0,88080384,8192,70176,94360451,1567993499.289
0.025,0.050,99.925,0,0,0,1712128,13701,435,1567993500.289
0.150,0.100,99.750,0,0,50855936,8192,54722,47261378,1567993501.289
0.200,0.250,99.525,0.025,0,81014784,831488,126438,70917745,1567993502.289
0.200,0.100,99.700,0,0,31981568,8192,37220,47152304,1567993503.289
0.075,0.075,99.850,0,0,17301504,8192,31122,23632456,1567993504.289
0.250,0.150,99.600,0,0,84410368,8192,59608,70733419,1567993505.289
0.275,0.200,99.525,0,0,79167488,8192,65606,84517821,1567993506.289
0.300,0.225,99.475,0,0,114294784,3469312,57834,80770656,1567993507.289
0.425,0.275,99.300,0,0,92798976,8192,127092,141465234,1567993508.289
0.200,0.075,99.725,0,0,61865984,8192,50070,58808761,1567993509.289
0.175,0.075,99.750,0,0,40894464,8192,46313,59128104,1567993510.289
0.275,0.225,99.499,0,0,99614720,8192,122778,94513156,1567993511.289
0.425,0.225,99.325,0.025,0,135790592,4124672,156288,94531552,1567993512.289
0.501,0.351,99.148,0,0,168820736,8192,117788,188585036,1567993513.290
0.150,0.150,99.700,0,0,24117248,8192,94290,70941770,1567993514.289
0.050,0.075,99.875,0,0,46137344,8192,30148,5472,1567993515.289
0.475,0.300,99.224,0,0,144179200,8192,89844,141483264,1567993516.289
0.376,0.250,99.349,0.025,0,80216064,5406720,102928,141466598,1567993517.289
0.125,0.050,99.825,0,0,22544384,8192,86530,23626393,1567993518.289
0.175,0.175,99.650,0,0,67633152,8192,82554,55225287,1567993519.289
0.425,0.275,99.300,0,0,104333312,8192,103169,110056072,1567993520.289
0.476,0.201,99.323,0,0,145752064,8192,93114,151265230,1567993521.289
0.325,0.175,99.499,0,0,100663296,4153344,88460,108107215,1567993522.289
0.476,0.350,99.174,0,0,145227776,8192,130302,151307784,1567993523.289
0.350,0.200,99.449,0,0,98566144,8192,117800,108048498,1567993524.289
0.350,0.175,99.474,0,0,101187584,8192,149638,94475480,1567993525.289
0.225,0.225,99.550,0,0,74448896,8192,42912,70719267,1567993526.289
0.576,0.375,99.024,0.025,0,154140672,5234688,107910,188912156,1567993527.289
0.300,0.200,99.500,0,0,101187584,8192,108204,70728507,1567993528.289
0.275,0.150,99.575,0,0,56623104,8192,133414,94387663,1567993529.289
0.250,0.225,99.525,0,0,75497472,8192,43975,70723962,1567993530.289
0.225,0.150,99.625,0,0,61341696,8192,45102,53851832,1567993531.289
0.250,0.250,99.475,0.025,0,83361792,4296704,65088,87651816,1567993532.289
0.300,0.300,99.399,0,0,95420416,8192,179530,117975575,1567993533.289
0.175,0.100,99.725,0,0,53477376,8192,69900,47217709,1567993534.289
0.225,0.125,99.650,0,0,88604672,8192,59182,47204032,1567993535.289
0.551,0.351,99.099,0,0,168820736,8192,200078,167540769,1567993536.289
0.475,0.325,99.175,0.025,0,116391936,5525504,224866,162602311,1567993537.289
0.426,0.275,99.299,0,0,134742016,8192,118366,141536536,1567993538.289
0.225,0.100,99.675,0,0,46661632,8192,57308,62269916,1567993539.289
0.200,0.150,99.649,0,0,81788928,8192,77213,79482344,1567993540.289
0.250,0.125,99.624,0,0,76021760,8192,84384,94299562,1567993541.289
0.175,0.125,99.700,0,0,45088768,3682304,39176,47152304,1567993542.289
0.225,0.125,99.649,0,0,77594624,12288,117240,71269011,1567993543.289
0.400,0.175,99.424,0,0,102760448,8192,68064,117918108,1567993544.289
0.175,0.150,99.675,0,0,81264640,8192,66916,47152436,1567993545.289
0.125,0.125,99.750,0,0,8912896,8192,74992,47184116,1567993546.289
0.125,0.175,99.675,0.025,0,45088768,3391488,63704,47185534,1567993547.289
0.175,0.175,99.650,0,0,45088768,8192,70292,47156858,1567993548.289
0.175,0.100,99.725,0,0,45088768,8192,63632,47217615,1567993549.289
0.050,0.025,99.925,0,0,14155776,8192,18071,5225,1567993550.289
0.300,0.250,99.449,0,0,123207680,8192,141728,117904360,1567993551.289
0.426,0.351,99.224,0,0,138412032,3272704,67776,165004939,1567993552.289
0.225,0.150,99.625,0,0,62390272,8192,81734,70867531,1567993553.289
0.425,0.300,99.275,0,0,131072000,8192,143418,94499823,1567993554.289
0.325,0.175,99.499,0,0,71827456,8192,114374,117866525,1567993555.289
0.275,0.150,99.575,0,0,70778880,8192,40738,70714647,1567993556.289
0.150,0.250,99.575,0.025,0,64487424,4259840,41894,70719135,1567993557.289
0.200,0.200,99.600,0,0,93323264,8192,114890,47249524,1567993558.289
0.450,0.250,99.299,0,0,109576192,8192,89868,165060918,1567993559.289
0.050,0.075,99.875,0,0,22544384,8192,29663,23581060,1567993560.289
0.326,0.301,99.374,0,0,150994944,8192,65692,117866723,1567993561.289
0.325,0.225,99.425,0.025,0,74448896,4567040,61640,117866525,1567993562.289
0.175,0.175,99.650,0,0,45088768,8192,35344,47250690,1567993563.289
0.350,0.300,99.349,0,0,112721920,8192,148240,118089560,1567993564.289
0.100,0.175,99.725,0,0,65011712,8192,113960,23756855,1567993565.289
0.350,0.225,99.424,0,0,92798976,8192,96782,141454498,1567993566.289
0.250,0.175,99.575,0,0,67633152,3895296,81378,70810053,1567993567.289
0.300,0.175,99.524,0,0,90177536,897024,113302,94363348,1567993568.289
0.175,0.150,99.675,0,0,55050240,8192,81858,44892279,1567993569.289
0.376,0.150,99.474,0,0,102760448,8192,86227,120219128,1567993570.289
0.150,0.150,99.700,0,0,45088768,8192,90168,47217442,1567993571.289
0.125,0.200,99.650,0.025,0,45088768,2560000,46388,24839053,1567993572.289
0.100,0.050,99.850,0,0,22544384,40960,24550,26405965,1567993573.289
0.200,0.250,99.550,0,0,55050240,8192,75480,66728590,1567993574.289
0.125,0.025,99.850,0,0,12582912,8192,37514,23656487,1567993575.289
0.225,0.175,99.600,0,0,67633152,8192,122506,52864817,1567993576.289
0.350,0.200,99.450,0,0,94998528,2400256,69304,65137023,1567993577.289
0.451,0.251,99.299,0,0,111149056,12288,145922,165069765,1567993578.289
0.125,0.075,99.800,0,0,41943040,8192,121810,47430061,1567993579.289
0.050,0.025,99.925,0,0,0,8192,22509,9543,1567993580.289
0.025,0.050,99.925,0,0,11534336,8192,18718,4914,1567993581.289
0.150,0.075,99.750,0.025,0,33554432,2686976,70192,47179562,1567993582.289
0.125,0.075,99.800,0,0,45088768,8192,53328,47194696,1567993583.289
0.401,0.250,99.349,0,0,149422080,8192,101314,103847283,1567993584.289
0.300,0.250,99.449,0,0,115343360,8192,112778,108413307,1567993585.290
0.350,0.250,99.399,0,0,73400320,8192,195118,141539288,1567993586.290
0.150,0.150,99.700,0,0,45092864,4296704,77222,47152370,1567993587.289
0.300,0.125,99.575,0,0,67633152,8192,69216,70723755,1567993588.289
0.350,0.225,99.424,0,0,99090432,8192,57938,94424179,1567993589.289
0.500,0.325,99.174,0,0,140509184,8192,142423,141569865,1567993590.289
0.351,0.100,99.549,0,0,98566144,8192,36348,72587531,1567993591.289
0.225,0.225,99.525,0.025,0,67633152,4698112,73410,115998129,1567993592.289
0.375,0.150,99.474,0,0,105381888,8192,49104,84069866,1567993593.289
0.450,0.350,99.199,0,0,145227776,8192,71368,138638706,1567993594.289
0.450,0.300,99.250,0,0,116916224,8192,115394,131095872,1567993595.289
0.375,0.225,99.400,0,0,83361792,8192,61622,117875567,1567993596.289
0.375,0.150,99.450,0.025,0,90177536,5201920,48520,94290652,1567993597.290
0.275,0.125,99.600,0,0,80740352,8192,63446,57691459,1567993598.289
0.350,0.250,99.399,0,0,99614720,1630208,122622,131162482,1567993599.289
0.225,0.200,99.575,0,0,67633152,8192,51507,52192629,1567993600.289
0.200,0.100,99.699,0,0,67772416,8192,102224,89300790,1567993601.289
0.250,0.175,99.575,0,0,81264640,2322432,39676,70719201,1567993602.289
0.325,0.225,99.449,0,0,107479040,8192,52926,95789644,1567993603.289
0.426,0.300,99.274,0,0,126877696,8192,84284,163607438,1567993604.289
0.025,0,99.975,0,0,0,8192,43644,32172,1567993605.289
0.200,0.075,99.725,0,0,63438848,8192,52248,47166032,1567993606.289
0.275,0.175,99.525,0.025,0,91750400,3932160,55012,50904140,1567993607.289
0.451,0.251,99.298,0,0,119537664,8192,139492,185237690,1567993608.289
0.150,0.150,99.700,0,0,54001664,253952,43798,47213127,1567993609.289
0.376,0.225,99.399,0,0,122159104,8192,84777,135395746,1567993610.289
0.125,0.050,99.825,0,0,22544384,8192,61228,29659554,1567993611.289
0.350,0.250,99.375,0.025,0,92274688,4210688,57932,94295272,1567993612.289
0.175,0.100,99.725,0,0,42991616,8192,56188,47197682,1567993613.289
0.125,0.125,99.750,0,0,45088768,8192,51820,47234257,1567993614.289
0.100,0.050,99.850,0,0,24641536,8192,51450,23590093,1567993615.289
0.401,0.250,99.349,0,0,133169152,8192,130000,141489386,1567993616.289
0.250,0.200,99.550,0,0,77070336,3219456,91324,70760253,1567993617.289
0.376,0.225,99.399,0,0,125829120,8192,62580,119389675,1567993618.289
0.426,0.250,99.324,0,0,122683392,8192,107356,140028627,1567993619.289
0.325,0.225,99.449,0,0,102760448,12288,106857,117893924,1567993620.289
0.325,0.275,99.400,0,0,113246208,8192,66250,94308934,1567993621.289
0.526,0.325,99.124,0.025,0,157286400,5849088,116492,165056229,1567993622.289
0.200,0.125,99.675,0,0,45088768,8192,37490,70719135,1567993623.289
0.125,0.125,99.750,0,0,40894464,8192,67076,23673554,1567993624.289
0.100,0.125,99.775,0,0,26738688,8192,28696,47147684,1567993625.289
0.175,0.050,99.775,0,0,45088768,8192,37190,47147750,1567993626.289
0.225,0.225,99.525,0.025,0,67633152,2777088,42120,70728309,1567993627.289
0.125,0.025,99.850,0,0,16777216,8192,64616,50520,1567993628.289
0.125,0.075,99.800,0,0,28311552,8192,66948,47240253,1567993629.289
0.150,0.100,99.750,0,0,45088768,598016,81197,47356853,1567993630.289
0.075,0.100,99.825,0,0,40894464,8192,35588,23585473,1567993631.289
0.476,0.275,99.249,0,0,121634816,2007040,113882,137739343,1567993632.289
0.475,0.325,99.200,0,0,140509184,8192,130398,121711992,1567993633.289
0.451,0.275,99.274,0,0,144703488,8192,111882,165191094,1567993634.289
0.350,0.275,99.375,0,0,93323264,12288,85280,117995071,1567993635.289
0.300,0.200,99.500,0,0,90177536,8192,99544,89553562,1567993636.289
0.125,0.100,99.750,0.025,0,22544384,4907008,26974,28363417,1567993637.289
0.200,0.025,99.775,0,0,57147392,8192,40332,47156924,1567993638.289
0.350,0.250,99.399,0,0,100663296,8192,115066,118101550,1567993639.289
0.100,0.050,99.850,0,0,45088768,12288,47845,15756813,1567993640.289
0.225,0.175,99.600,0,0,67633152,8192,96396,92099774,1567993641.289
0.225,0.200,99.550,0.025,0,84934656,3448832,53128,80946268,1567993642.289
0.200,0.125,99.675,0,0,50331648,8192,100090,70755993,1567993643.289
0.300,0.175,99.525,0,0,71303168,8192,106156,70807384,1567993644.289
0.300,0.150,99.549,0,0,86667264,32768,80724,94299905,1567993645.289
0.025,0.025,99.950,0,0,0,8192,56106,45834,1567993646.289
0.100,0.150,99.750,0,0,45088768,2924544,37454,47147750,1567993647.289
0.275,0.200,99.525,0,0,78118912,8192,114916,70843499,1567993648.289
0.275,0.175,99.549,0,0,79691776,8192,112702,94529849,1567993649.289
0.350,0.275,99.374,0,0,124780544,8192,75711,117862310,1567993650.289
0.500,0.225,99.275,0,0,123207680,8192,153174,94896495,1567993651.290
0.350,0.250,99.375,0.025,0,110624768,4861952,107724,119704362,1567993652.289
0.200,0.175,99.625,0,0,47185920,8192,120242,91945418,1567993653.289
0.175,0.075,99.750,0,0,45088768,8192,68378,30251884,1567993654.289
0.175,0.225,99.600,0,0,67633152,8192,38604,87712190,1567993655.289
0.175,0.075,99.750,0,0,45088768,8192,45650,47156858,1567993656.289
0.225,0.175,99.574,0.025,0,90177536,2994176,37060,70719267,1567993657.289
0.450,0.325,99.225,0,0,112721920,8192,115030,141555936,1567993658.289
0.351,0.100,99.549,0,0,101711872,8192,78108,94378865,1567993659.289
0.301,0.175,99.524,0,0,101187584,3407872,72789,117960414,1567993660.289
0.050,0.025,99.925,0,0,7340032,8192,47116,36792,1567993661.289
0.425,0.300,99.274,0,0,148373504,1449984,54618,101595659,1567993662.289
0.475,0.200,99.324,0,0,97517568,8192,140166,134918698,1567993663.289
0.200,0.175,99.625,0,0,62390272,8192,66316,87839626,1567993664.289
0.225,0.175,99.600,0,0,67633152,8192,86477,76708983,1567993665.289
0.400,0.250,99.350,0,0,112721920,8192,177236,117965109,1567993666.289
0.400,0.250,99.324,0.025,0,117440512,4419584,117246,96579820,1567993667.289
0.125,0.125,99.750,0,0,40370176,8192,133806,68552559,1567993668.289
0.225,0.200,99.575,0,0,67633152,8192,102480,48204992,1567993669.289
0.100,0.075,99.825,0,0,40894464,8192,67661,46194029,1567993670.289
0.400,0.250,99.350,0,0,94371840,12288,96808,117898469,1567993671.289
0,0.050,99.950,0,0,0,2904064,13620,4848,1567993672.289
0.100,0.100,99.800,0,0,33030144,8192,31484,23585473,1567993673.289
0.300,0.125,99.575,0,0,57147392,8192,43268,57544585,1567993674.289
0.075,0.075,99.850,0,0,41418752,8192,39134,36816226,1567993675.289
0.150,0.200,99.650,0,0,48758784,8192,76694,60813326,1567993676.289
0.150,0.125,99.725,0,0,45088768,2408448,118318,57294659,1567993677.289
0.275,0.125,99.600,0,0,76021760,8192,68926,69447456,1567993678.289
0.225,0.125,99.650,0,0,63438848,8192,45882,45085945,1567993679.289
0.225,0.225,99.550,0,0,85983232,8192,61471,116045324,1567993680.289
0.075,0.100,99.825,0,0,22544384,57344,55552,29020574,1567993681.289
0.225,0.200,99.550,0.025,0,85458944,3387392,61372,70723755,1567993682.289
0.225,0.125,99.650,0,0,49807360,8192,93956,70755567,1567993683.289
0.050,0.025,99.925,0,0,0,8192,16756,56563,1567993684.289
0.250,0.300,99.450,0,0,112197632,8192,108638,94331704,1567993685.289
0.250,0.100,99.650,0,0,45613056,8192,49750,70732731,1567993686.289
0.225,0.200,99.549,0.025,0,87031808,3170304,48300,70723887,1567993687.289
0.300,0.200,99.500,0,0,93323264,8192,97412,117928467,1567993688.289
0.275,0.150,99.575,0,0,67633152,8192,41160,70779958,1567993689.289
0.025,0.050,99.925,0,0,3145728,8192,46957,32313,1567993690.289
0.225,0.175,99.600,0,0,67633152,2023424,85464,47317504,1567993691.289
0.175,0.175,99.650,0,0,41943040,761856,41950,70723623,1567993692.289
0,0.025,99.975,0,0,0,8192,89004,77712,1567993693.289
0.025,0.025,99.950,0,0,0,8192,34518,79267,1567993694.289
0,0.025,99.975,0,0,0,8192,53052,41280,1567993695.289
0,0.025,99.975,0,0,0,8192,25548,13956,1567993696.289
0.025,0.025,99.950,0,0,0,352256,20154,9402,1567993697.289
0.050,0.025,99.925,0,0,0,8192,51612,41280,1567993698.289
0.050,0.025,99.925,0,0,0,8192,29250,74713,1567993699.289
0.025,0.025,99.950,0,0,0,8192,18969,9543,1567993700.289
0.025,0.050,99.925,0,0,0,143360,42384,32172,1567993701.289
0,0.025,99.975,0,0,0,339968,10506,294,1567993702.289
0.050,0.025,99.925,0,0,0,8192,24528,13956,1567993703.289
0,0.025,99.975,0,0,0,8192,29964,74713,1567993704.289
0,0.025,99.975,0,0,0,8192,20934,9456,1567993705.289
0.025,0.025,99.950,0,0,0,12288,47778,36726,1567993706.289
0.025,0.050,99.925,0,0,0,8192,52850,41706,1567993707.289
0.025,0.025,99.950,0,0,0,339968,15840,4848,1567993708.289
0,0,100,0,0,0,8192,11346,56497,1567993709.289
0.025,0.025,99.950,0,0,0,8192,56781,46017,1567993710.289
0.050,0.025,99.925,0,0,0,8192,15660,4848,1567993711.289
0.025,0.050,99.925,0,0,0,8192,24150,14022,1567993712.289
0.025,0.025,99.950,0,0,0,339968,14520,4848,1567993713.289
0,0.050,99.950,0,0,0,8192,15216,61051,1567993714.289
0,0.025,99.975,0,0,0,8192,24108,13956,1567993715.289
0.050,0,99.950,0,0,0,8192,51912,41280,1567993716.289
0,0.075,99.925,0,0,0,28672,25248,13956,1567993717.289
0.025,0,99.975,0,0,0,323584,16380,4848,1567993718.289
0,0.025,99.975,0,0,0,8192,25788,70159,1567993719.289
0.025,0.025,99.950,0,0,0,8192,16161,6769,1567993720.289
0.050,0.050,99.900,0,0,0,8192,60066,45834,1567993721.289
0,0.025,99.975,0,0,0,249856,20334,9402,1567993722.289
0.025,0,99.975,0,0,0,106496,11106,294,1567993723.289
0.025,0.050,99.925,0,0,0,8192,24756,70159,1567993724.289
0.901,0.375,98.724,0,0,0,610304,23170,12146,1567993725.289
0.801,0.600,98.424,0.175,0,7544832,966656,48362,38617,1567993726.289
0.025,0.050,99.925,0,0,0,8192,28902,18510,1567993727.289
0.050,0,99.950,0,0,0,8192,11106,294,1567993728.289
0.025,0.050,99.925,0,0,0,8192,30876,74713,1567993729.289
0.025,0.025,99.950,0,0,0,8192,25503,14097,1567993730.289
