"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","client0.j8osds-d.skyhook-pg0.wisc.cloudlab.us",,,,"User:","jlefevre"
"Cmdline:","dstat -cdn --epoch --noheaders --integer --output dstat.8osds.lineitem.10MB.client0.log",,,,"Date:","08 Sep 2019 20:23:12 CDT"
"total cpu usage",,,,,"dsk/total",,"net/total",,"epoch"
3.249,2.872,93.879,0,0,0,118784,825183059,429246,1567993520.260
3.621,2.615,93.764,0,0,0,192512,782443732,341810,1567993521.260
3.077,2.724,94.199,0,0,0,0,757240999,465807,1567993522.260
2.607,2.156,95.237,0,0,0,81920,662769245,369014,1567993523.260
3.009,1.906,95.085,0,0,0,8192,813900432,552047,1567993524.260
3.435,2.357,94.208,0,0,0,77824,859185645,674655,1567993525.260
2.970,2.819,94.211,0,0,0,90112,803025006,357526,1567993526.260
3.450,2.619,93.931,0,0,0,98304,825472131,590260,1567993527.260
3.445,2.766,93.789,0,0,0,0,853605801,535589,1567993528.260
3.019,2.893,94.088,0,0,0,81920,770783051,364595,1567993529.260
3.422,2.944,93.634,0,0,0,114688,852904792,431646,1567993530.260
2.663,2.085,95.252,0,0,0,204800,591162508,189996,1567993531.260
2.692,2.340,94.969,0,0,0,0,672151108,284177,1567993532.260
3.245,2.692,94.063,0,0,0,81920,828643913,486282,1567993533.260
3.473,2.944,93.583,0,0,0,229376,906173798,455239,1567993534.260
3.048,2.645,94.282,0.025,0,0,77824,821871719,552253,1567993535.260
3.574,2.844,93.582,0,0,0,90112,886279857,637828,1567993536.260
3.842,2.813,93.345,0,0,0,81920,902115122,640702,1567993537.260
3.217,2.513,94.270,0,0,0,0,772163840,579601,1567993538.260
3.325,2.897,93.778,0,0,0,147456,829391897,444163,1567993539.260
4.152,3.296,92.552,0,0,0,114688,951455194,665222,1567993540.260
3.577,3.199,93.224,0,0,0,188416,959365572,573746,1567993541.260
2.965,2.060,94.975,0,0,0,0,682764101,293493,1567993542.260
2.842,2.691,94.467,0,0,0,81920,722663181,375168,1567993543.260
3.172,2.744,94.084,0,0,0,0,776752324,331197,1567993544.260
3.395,2.741,93.865,0,0,0,77824,801868400,430027,1567993545.260
2.842,2.289,94.869,0,0,0,90112,699715666,289904,1567993546.260
3.343,2.589,94.067,0,0,0,94208,734402850,548180,1567993547.260
3.344,3.143,93.513,0,0,0,0,862348466,528579,1567993548.260
3.828,3.022,93.150,0,0,0,73728,891078589,622943,1567993549.260
3.218,2.941,93.841,0,0,0,118784,763592950,307894,1567993550.260
3.849,3.069,93.082,0,0,0,184320,920136389,613570,1567993551.260
3.146,2.618,94.236,0,0,0,0,752504747,284661,1567993552.260
3.322,2.668,94.010,0,0,0,81920,799121313,385204,1567993553.260
3.322,2.744,93.934,0,0,0,0,813778567,532991,1567993554.260
4.249,3.495,92.230,0.025,0,0,77824,1004477486,737917,1567993555.260
3.291,2.764,93.945,0,0,0,90112,844188109,346344,1567993556.260
2.890,2.212,94.898,0,0,0,81920,721966603,367388,1567993557.260
3.251,2.797,93.952,0,0,0,0,782264465,306909,1567993558.260
3.244,2.691,94.064,0,0,0,188416,727156691,361982,1567993559.260
2.972,2.644,94.384,0,0,0,143360,711351116,224483,1567993560.260
4.123,3.218,92.660,0,0,0,81920,910017593,496962,1567993561.260
3.095,2.542,94.363,0,0,0,0,722840774,293661,1567993562.260
2.938,2.210,94.852,0,0,0,94208,677049541,249196,1567993563.260
3.159,2.432,94.410,0,0,0,0,822004770,531339,1567993564.260
2.203,1.452,96.345,0,0,0,167936,528972675,304619,1567993565.260
2.208,1.782,96.010,0,0,0,94208,593462677,341440,1567993566.260
3.189,2.385,94.426,0,0,0,86016,743292137,607746,1567993567.260
3.739,2.660,93.601,0,0,0,0,892122984,772995,1567993568.260
3.783,3.430,92.787,0,0,0,118784,909482294,459348,1567993569.260
3.343,2.790,93.866,0,0,0,106496,824642736,476799,1567993570.260
3.436,2.909,93.654,0,0,0,90112,792148135,511264,1567993571.260
3.036,2.559,94.405,0,0,0,81920,852521978,636625,1567993572.260
3.495,2.816,93.664,0.025,0,0,77824,797173082,489124,1567993573.260
2.562,2.110,95.328,0,0,0,0,619771676,201025,1567993574.260
2.716,2.263,95.021,0,0,0,151552,674868008,294745,1567993575.260
3.140,2.612,94.248,0,0,0,81920,733341308,379646,1567993576.260
3.011,2.585,94.404,0,0,0,90112,754299728,421118,1567993577.260
3.167,2.840,93.993,0,0,0,81920,858536004,416617,1567993578.260
3.249,3.023,93.728,0,0,0,114688,791983067,475804,1567993579.260
2.821,2.519,94.660,0,0,0,102400,683585264,232067,1567993580.260
2.587,2.386,95.026,0,0,0,167936,625041567,187490,1567993581.260
2.414,2.213,95.372,0,0,0,0,636146539,199977,1567993582.260
3.067,2.288,94.646,0,0,0,77824,718815231,310068,1567993583.260
2.921,2.669,94.409,0,0,0,0,719979799,260985,1567993584.260
3.444,2.991,93.565,0,0,0,77824,793635153,441337,1567993585.260
3.392,2.839,93.769,0,0,0,90112,849360366,571992,1567993586.260
2.283,1.907,95.810,0,0,0,94208,612973475,245228,1567993587.260
2.811,2.309,94.880,0,0,0,0,689661535,278303,1567993588.260
3.117,2.338,94.545,0,0,0,122880,754783170,376332,1567993589.260
2.832,2.406,94.762,0,0,0,192512,721818161,498721,1567993590.260
2.787,1.933,95.280,0,0,0,81920,699899489,427936,1567993591.260
2.937,2.134,94.928,0,0,0,0,759706195,439805,1567993592.260
3.189,2.912,93.874,0.025,0,0,77824,891884334,703100,1567993593.260
3.644,2.689,93.667,0,0,0,0,918006973,547109,1567993594.260
3.491,2.712,93.797,0,0,0,98304,902677646,574103,1567993595.260
3.116,2.563,94.320,0,0,0,90112,747927736,341214,1567993596.260
2.811,2.208,94.981,0,0,0,0,667430203,275658,1567993597.260
3.042,2.212,94.746,0,0,0,98304,792398917,435857,1567993598.260
3.640,2.786,93.574,0,0,0,114688,860704089,687354,1567993599.260
3.036,2.057,94.907,0,0,0,106496,713447194,388223,1567993600.260
3.144,2.515,94.341,0,0,0,4096,695901691,317226,1567993601.260
3.092,2.740,94.168,0,0,0,81920,761372333,435201,1567993602.260
3.272,2.995,93.733,0,0,0,0,823485550,372810,1567993603.260
3.624,3.825,92.552,0,0,0,94208,863574956,454987,1567993604.260
2.512,2.286,95.202,0,0,0,0,652739348,305739,1567993605.260
2.358,1.656,95.986,0,0,0,225280,576513013,232058,1567993606.260
2.607,1.855,95.538,0,0,0,94208,689716493,429260,1567993607.260
3.503,2.722,93.775,0,0,0,98304,936739129,607839,1567993608.260
3.189,2.536,94.276,0,0,0,118784,819646305,481544,1567993609.260
2.885,2.032,95.083,0,0,0,110592,706812219,488109,1567993610.260
2.811,2.234,94.955,0,0,0,0,687904940,337314,1567993611.260
3.518,2.815,93.667,0,0,0,77824,826983989,473675,1567993612.260
3.415,2.636,93.949,0,0,0,0,803177595,437268,1567993613.260
3.174,2.519,94.307,0,0,0,77824,779071813,405243,1567993614.260
3.147,3.021,93.807,0.025,0,0,94208,888730168,570401,1567993615.260
3.211,2.509,94.280,0,0,0,81920,772584936,530170,1567993616.260
2.883,2.231,94.886,0,0,0,90112,764592458,531146,1567993617.260
3.591,2.737,93.672,0,0,0,81920,865201304,587587,1567993618.260
4.257,3.804,91.940,0,0,0,118784,985244197,802616,1567993619.260
2.945,2.542,94.513,0,0,0,196608,766050197,403397,1567993620.260
3.424,3.097,93.479,0,0,0,0,828577115,367688,1567993621.260
3.034,2.357,94.609,0,0,0,77824,725768306,390367,1567993622.260
2.988,2.209,94.803,0,0,0,0,723451535,427798,1567993623.260
2.388,2.237,95.375,0,0,0,77824,611049232,211307,1567993624.260
1.884,1.683,96.432,0,0,0,94208,454611157,122593,1567993625.260
2.918,2.591,94.492,0,0,0,86016,704588309,251572,1567993626.260
2.487,2.160,95.353,0,0,0,90112,617363825,161004,1567993627.260
2.188,1.962,95.850,0,0,0,81920,544472055,229095,1567993628.260
2.609,1.982,95.409,0,0,0,114688,566218403,190846,1567993629.260
2.213,2.138,95.649,0,0,0,217088,589300636,182881,1567993630.260
3.074,2.847,94.079,0,0,0,8192,803690569,332684,1567993631.260
3.727,3.047,93.201,0.025,0,0,77824,900892295,530477,1567993632.260
4.178,3.322,92.499,0,0,0,0,949171110,670262,1567993633.260
3.548,3.171,93.281,0,0,0,77824,859359003,488135,1567993634.260
3.569,3.192,93.240,0,0,0,90112,827202355,528447,1567993635.260
2.817,2.490,94.693,0,0,0,135168,705701352,299192,1567993636.260
2.487,2.562,94.951,0,0,0,90112,613113443,311764,1567993637.260
2.564,2.413,95.023,0,0,0,81920,689038888,291877,1567993638.260
2.743,2.516,94.741,0,0,0,118784,700763590,280006,1567993639.260
1.860,2.212,95.928,0,0,0,200704,521089103,171423,1567993640.260
3.033,2.908,94.059,0,0,0,4096,702776739,360654,1567993641.260
2.843,2.164,94.994,0,0,0,77824,685456744,335751,1567993642.260
3.236,2.659,94.104,0,0,0,0,786144540,453042,1567993643.260
3.518,2.940,93.543,0,0,0,77824,821741802,370729,1567993644.260
2.793,2.969,94.238,0,0,0,0,752607026,405777,1567993645.260
3.249,2.820,93.931,0,0,0,163840,783847475,369074,1567993646.260
3.868,2.512,93.620,0,0,0,98304,897831522,786916,1567993647.260
3.624,2.617,93.759,0,0,0,81920,907492152,607143,1567993648.260
3.950,3.220,92.830,0,0,0,131072,991963159,731880,1567993649.260
3.774,2.994,93.208,0.025,0,0,102400,928564002,629379,1567993650.260
3.262,2.108,94.630,0,0,0,0,864132917,784592,1567993651.260
3.389,2.610,94.001,0,0,0,77824,814778978,564265,1567993652.260
3.346,2.792,93.862,0,0,0,0,799631450,389302,1567993653.260
2.940,2.513,94.548,0,0,0,77824,735258248,464499,1567993654.260
2.616,2.490,94.894,0,0,0,110592,690326269,265447,1567993655.260
2.769,2.341,94.889,0,0,0,81920,660013357,256682,1567993656.260
2.820,2.543,94.637,0,0,0,94208,717211362,260250,1567993657.260
3.526,3.148,93.327,0,0,0,81920,838006158,411685,1567993658.260
3.707,3.328,92.965,0,0,0,118784,859554786,451630,1567993659.260
2.695,2.518,94.787,0,0,0,192512,657805899,259037,1567993660.260
2.545,2.923,94.533,0,0,0,0,675252458,222854,1567993661.260
3.332,2.903,93.766,0,0,0,98304,821300213,328615,1567993662.260
4.234,3.755,92.011,0,0,0,0,982397785,675518,1567993663.260
3.241,2.789,93.970,0,0,0,77824,787477109,456573,1567993664.260
3.849,3.094,93.057,0,0,0,90112,832444083,610436,1567993665.260
3.627,3.199,93.174,0,0,0,81920,920403244,511042,1567993666.260
3.873,3.144,92.983,0,0,0,98304,922632528,474656,1567993667.260
3.225,2.797,93.978,0,0,0,81920,843815914,658373,1567993668.260
2.815,2.514,94.646,0.025,0,0,118784,714227651,274418,1567993669.260
3.270,3.094,93.637,0,0,0,217088,873413799,373463,1567993670.260
3.419,2.790,93.791,0,0,0,0,836299307,381164,1567993671.260
2.290,2.013,95.697,0,0,0,151552,624776609,252285,1567993672.260
2.059,1.757,96.184,0,0,0,0,578158226,203222,1567993673.260
2.210,1.783,96.006,0,0,0,77824,547091824,147049,1567993674.260
2.407,2.407,95.186,0,0,0,94208,576770537,148719,1567993675.260
2.565,2.690,94.745,0,0,0,81920,683236300,176900,1567993676.260
2.770,2.569,94.661,0,0,0,90112,719121949,408772,1567993677.260
3.072,2.669,94.258,0,0,0,81920,771955638,386965,1567993678.260
3.498,2.994,93.508,0,0,0,114688,886667955,739418,1567993679.260
2.862,2.310,94.828,0,0,0,192512,752086026,386785,1567993680.260
3.590,2.486,93.924,0,0,0,0,826555071,543766,1567993681.260
2.660,2.133,95.207,0,0,0,77824,630973868,269649,1567993682.260
3.169,2.892,93.939,0,0,0,0,794685197,452842,1567993683.260
3.426,2.972,93.577,0.025,0,0,5120000,784498755,396985,1567993684.260
3.183,2.456,94.236,0.125,0,0,17817600,784943491,364873,1567993685.260
2.486,2.185,95.329,0,0,0,192512,658902496,303220,1567993686.260
3.364,2.686,93.949,0,0,0,0,813782822,477240,1567993687.260
2.906,2.204,94.890,0,0,0,81920,650806883,381317,1567993688.260
2.734,2.057,95.209,0,0,0,118784,693782106,413124,1567993689.260
3.089,2.260,94.651,0,0,0,102400,778758414,542815,1567993690.260
3.366,2.562,94.072,0,0,0,90112,792146601,412186,1567993691.260
2.535,2.033,95.432,0,0,0,0,621693740,302087,1567993692.260
0.700,0.450,98.850,0,0,0,81920,167305411,48562,1567993693.260
0.825,0.600,98.574,0,0,0,0,210334294,43299,1567993694.260
0.650,0.625,98.725,0,0,0,94208,157975271,31345,1567993695.260
0.925,0.575,98.499,0,0,0,90112,195620524,56932,1567993696.260
0.625,0.625,98.750,0,0,0,94208,165011047,35398,1567993697.260
0.775,0.675,98.550,0,0,0,4096,188582387,32409,1567993698.260
0.675,0.475,98.850,0,0,0,77824,155009054,31839,1567993699.260
0.802,0.702,98.496,0,0,0,114688,199072104,36608,1567993700.260
0.602,0.702,98.697,0,0,0,208896,186992414,23178,1567993701.260
0.651,0.601,98.747,0,0,0,0,166600561,19077,1567993702.260
0.651,0.751,98.573,0.025,0,0,204800,165010681,17542,1567993703.260
0.677,0.852,98.471,0,0,0,0,189056795,22773,1567993704.260
0.576,0.726,98.698,0,0,0,77824,156429159,15835,1567993705.260
0.777,0.977,98.246,0,0,0,90112,197165718,19548,1567993706.260
0.801,0.701,98.498,0,0,0,172032,165011341,14382,1567993707.260
0.651,0.752,98.597,0,0,0,0,188582987,19737,1567993708.260
0.551,0.701,98.747,0,0,0,77824,166222916,18373,1567993709.260
0.726,0.551,98.723,0,0,0,118784,164290683,23734,1567993710.260
0.800,0.575,98.625,0,0,0,192512,188582507,47802,1567993711.260
0.725,0.450,98.825,0,0,0,0,156358159,17133,1567993712.260
0.700,0.450,98.849,0,0,0,81920,150091125,16288,1567993713.260
0.600,0.525,98.875,0,0,0,0,141912885,20529,1567993714.260
0.625,0.450,98.924,0,0,0,77824,141439257,14977,1567993715.260
0.575,0.575,98.850,0,0,0,90112,141439803,14664,1567993716.260
0.700,0.625,98.675,0,0,0,81920,165011761,17616,1567993717.260
0.575,0.650,98.775,0,0,0,0,141440397,14919,1567993718.260
0.525,0.600,98.874,0,0,0,77824,141922180,17485,1567993719.260
0.676,0.676,98.648,0,0,0,102400,165013568,19596,1567993720.260
0.800,0.400,98.775,0.025,0,0,180224,141443343,15192,1567993721.260
0.550,0.550,98.900,0,0,0,0,141440157,14787,1567993722.260
0.575,0.525,98.900,0,0,0,86016,141440016,16552,1567993723.260
0.375,0.426,99.199,0,0,0,0,94770355,19743,1567993724.260
0.300,0.275,99.425,0,0,0,77824,17965,11199,1567993725.260
0.225,0.050,99.725,0,0,0,90112,19021,9601,1567993726.260
0.225,0.050,99.725,0,0,0,188416,18814,9400,1567993727.260
0.225,0.050,99.725,0,0,0,0,18979,9517,1567993728.260
0.200,0.050,99.750,0,0,0,77824,494628,12347,1567993729.260
0.200,0.050,99.750,0,0,0,98304,18280,7497,1567993730.260
