"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","client0.j8osds-d.skyhook-pg0.wisc.cloudlab.us",,,,"User:","jlefevre"
"Cmdline:","dstat -cdn --epoch --noheaders --integer --output dstat.8osds.lineitem.10MB.client0.log",,,,"Date:","08 Sep 2019 20:23:12 CDT"
"total cpu usage",,,,,"dsk/total",,"net/total",,"epoch"
3.050,4.134,92.816,0,0,0,90112,1118355442,1312624,1567992239.430
2.997,3.703,93.300,0,0,0,0,1117270036,1368773,1567992240.430
3.218,4.047,92.735,0,0,0,159744,1117175653,1247502,1567992241.429
2.991,3.670,93.338,0,0,0,0,1125988768,1247889,1567992242.430
2.492,3.424,94.084,0,0,0,81920,1110553059,1220611,1567992243.430
2.661,3.892,93.447,0,0,0,0,1113816673,1199735,1567992244.430
2.639,3.292,94.044,0.025,0,0,77824,1121097323,1206599,1567992245.429
2.541,3.597,93.862,0,0,0,81920,1100197300,1007005,1567992246.430
2.901,4.062,93.037,0,0,0,81920,1132681319,1396778,1567992247.429
3.301,3.779,92.920,0,0,0,0,1131940131,1547874,1567992248.430
2.921,3.677,93.402,0,0,0,122880,1136130361,1301844,1567992249.430
2.309,3.438,94.253,0,0,0,86016,1097198534,1161315,1567992250.430
2.443,3.777,93.780,0,0,0,94208,1075971931,1008044,1567992251.430
2.673,4.160,93.167,0,0,0,0,1041764481,910193,1567992252.430
2.368,3.653,93.978,0,0,0,77824,1034693702,749619,1567992253.430
0.250,0.401,99.349,0,0,0,4096,92278436,56707,1567992254.430
0.025,0.050,99.925,0,0,0,159744,15153,1137,1567992255.430
0.050,0.025,99.925,0,0,0,106496,15057,1035,1567992256.430
0.025,0.025,99.950,0,0,0,94208,14382,898,1567992257.430
0,0,100,0,0,0,0,13401,1061,1567992258.430
0.025,0.025,99.950,0,0,0,102400,486960,5020,1567992259.430
0,0.025,99.975,0,0,0,86016,12027,729,1567992260.430
0.025,0,99.975,0,0,0,159744,12768,986,1567992261.430
0,0.025,99.975,0,0,0,0,13959,729,1567992262.430
0,0.025,99.975,0,0,0,81920,12906,646,1567992263.430


"Host:","client0.j8osds-d.skyhook-pg0.wisc.cloudlab.us",,,,"User:","jlefevre"
"Cmdline:","dstat -cdn --epoch --noheaders --integer --output dstat.8osds.lineitem.10MB.client0.log",,,,"Date:","08 Sep 2019 20:27:20 CDT"
"total cpu usage",,,,,"dsk/total",,"net/total",,"epoch"
"usr","sys","idl","wai","stl","read","writ","recv","send","epoch"
1.237,0.683,98.066,0.015,0,26245.580,25603307.232,0,0,1567992440.259
0.050,0.075,99.875,0,0,0,94208,15449,3114,1567992441.260
0.300,0.025,99.675,0,0,0,0,24316,12815,1567992442.260
0.225,0.075,99.700,0,0,0,245760,20932,9602,1567992443.260
0.200,0.025,99.775,0,0,0,0,494889,12173,1567992444.260
0.200,0.050,99.750,0,0,0,73728,21677,9385,1567992445.260
0.225,0.025,99.750,0,0,0,86016,19366,7238,1567992446.260
0.225,0.050,99.725,0,0,0,106496,21234,9136,1567992447.260
0.200,0.050,99.750,0,0,0,0,21593,9583,1567992448.260
0.250,0.050,99.700,0,0,0,94208,494681,13421,1567992449.260
0.225,0.050,99.725,0,0,0,0,20995,9475,1567992450.260
0.225,0.050,99.725,0,0,0,77824,20479,9563,1567992451.260
0.150,0.075,99.775,0,0,0,0,20243,7867,1567992452.260
0.200,0.050,99.750,0,0,0,90112,19689,7852,1567992453.260
0.701,0.876,98.423,0,0,0,0,156389563,150657,1567992454.260
3.069,5.402,91.504,0.025,0,0,77824,1091225045,1600817,1567992455.260
3.848,5.030,91.122,0,0,0,81920,1131313085,1589037,1567992456.260
3.771,4.751,91.478,0,0,0,81920,1135722022,1533644,1567992457.260
3.588,3.941,92.471,0,0,0,0,1116408456,1541163,1567992458.260
3.495,4.230,92.275,0,0,0,114688,1131866679,1534338,1567992459.260
3.713,4.218,92.069,0,0,0,12288,1124893739,1431710,1567992460.260
3.841,4.143,92.016,0,0,0,77824,1131837121,1514854,1567992461.260
3.536,4.288,92.177,0,0,0,0,1122380473,1400073,1567992462.260
3.580,3.706,92.715,0,0,0,77824,1134537368,1555088,1567992463.260
2.747,4.158,93.095,0,0,0,0,1123296616,1149827,1567992464.260
3.104,3.963,92.933,0,0,0,77824,1144320803,1634559,1567992465.260
3.301,4.132,92.567,0,0,0,81920,1116745395,1389049,1567992466.260
3.354,3.834,92.812,0,0,0,81920,1117940838,1397407,1567992467.260
3.002,3.734,93.264,0,0,0,0,1129576287,1436511,1567992468.260
2.927,3.911,93.162,0,0,0,86016,1096489365,1190496,1567992469.260
3.043,4.133,92.825,0,0,0,0,1121803852,1537232,1567992470.260
3.004,4.241,92.754,0,0,0,77824,1093881380,1163411,1567992471.260
2.765,3.569,93.667,0,0,0,0,1083856197,1101841,1567992472.260
3.139,3.466,93.395,0,0,0,77824,1127147110,1356878,1567992473.260
3.446,3.848,92.706,0,0,0,180224,1117614733,1331091,1567992474.260
3.354,4.615,92.030,0,0,0,77824,1139971380,1413407,1567992475.260
3.227,3.908,92.864,0,0,0,81920,1121323299,1531823,1567992476.260
3.322,4.539,92.140,0,0,0,94208,1105913362,1366014,1567992477.260
3.114,4.354,92.532,0,0,0,0,1089870011,1138655,1567992478.260
3.454,4.393,92.153,0,0,0,118784,1120206289,1552327,1567992479.260
3.294,4.408,92.273,0.025,0,0,102400,1120262625,1287367,1567992480.260
3.520,4.178,92.302,0,0,0,163840,1127648680,1476467,1567992481.260
3.407,4.526,92.016,0.051,0,0,14041088,1113042284,1529203,1567992482.260
3.179,3.911,92.909,0,0,0,0,1158148085,1635638,1567992483.260
2.913,4.154,92.933,0,0,0,118784,1123458487,1482374,1567992484.260
3.415,4.756,91.829,0,0,0,0,1129595021,1332273,1567992485.260
3.390,4.149,92.461,0,0,0,147456,1128875149,1577877,1567992486.260
3.307,4.267,92.426,0,0,0,94208,1105468742,1405716,1567992487.260
2.950,4.160,92.890,0,0,0,81920,1124222004,1403747,1567992488.260
2.499,3.786,93.715,0,0,0,4096,1072763952,959536,1567992489.260
2.675,3.962,93.364,0,0,0,86016,1111463618,1316301,1567992490.260
3.025,3.655,93.320,0,0,0,0,1119334743,1407957,1567992491.260
2.741,3.597,93.662,0,0,0,77824,1084791318,1008797,1567992492.260
3.072,4.130,92.798,0,0,0,0,1096562994,1251380,1567992493.260
2.856,3.841,93.278,0.025,0,0,77824,1101085213,1370546,1567992494.260
2.733,3.947,93.320,0,0,0,98304,1100954626,1226669,1567992495.260
2.621,3.679,93.700,0,0,0,81920,1102605727,1223511,1567992496.260
3.050,3.706,93.244,0,0,0,86016,1115411632,1408914,1567992497.260
2.504,3.921,93.575,0,0,0,81920,1073402980,871541,1567992498.260
2.555,3.668,93.777,0,0,0,0,1055248442,1050266,1567992499.260
2.499,3.609,93.892,0,0,0,73728,1030653344,811965,1567992500.260
2.551,3.561,93.889,0,0,0,86016,1024409054,899991,1567992501.260
2.572,3.807,93.621,0,0,0,98304,1093156399,993073,1567992502.260
2.675,3.710,93.614,0,0,0,0,1065809444,990490,1567992503.260
2.269,3.706,94.026,0,0,0,77824,1019010381,824884,1567992504.260
2.218,3.630,94.152,0,0,0,4096,1001290075,547389,1567992505.260
2.449,3.560,93.991,0,0,0,159744,1011224828,853441,1567992506.260
1.972,3.565,94.463,0,0,0,90112,969875585,777880,1567992507.260
1.897,3.465,94.638,0,0,0,94208,968047066,754633,1567992508.260
1.990,2.897,95.112,0,0,0,98304,862112163,635453,1567992509.260
2.115,3.576,94.309,0,0,0,200704,1031330150,752627,1567992510.260
2.186,3.291,94.523,0,0,0,0,979648039,733569,1567992511.260
1.782,2.686,95.532,0,0,0,77824,869535303,730339,1567992512.260
1.658,2.362,95.980,0,0,0,0,846820185,735752,1567992513.260
1.886,2.641,95.473,0,0,0,77824,914754928,526154,1567992514.260
1.836,2.816,95.323,0.025,0,0,90112,804110590,438489,1567992515.260
1.637,3.173,95.190,0,0,0,98304,863660575,403619,1567992516.260
2.213,3.244,94.542,0,0,0,86016,887284541,580730,1567992517.260
1.736,2.818,95.445,0,0,0,81920,822376582,447251,1567992518.260
1.506,2.209,96.284,0,0,0,106496,719802778,432083,1567992519.260
1.379,2.256,96.365,0,0,0,188416,779841256,350739,1567992520.260
1.454,2.206,96.340,0,0,0,0,778129789,465677,1567992521.260
1.104,1.731,97.164,0,0,0,81920,612936296,296411,1567992522.260
1.004,1.908,97.088,0,0,0,0,590896944,221294,1567992523.260
0.928,1.831,97.240,0,0,0,77824,564633344,345568,1567992524.260
0.953,1.730,97.318,0,0,0,90112,560318269,220167,1567992525.260
1.106,2.137,96.756,0,0,0,81920,694610614,275057,1567992526.260
1.158,2.114,96.728,0,0,0,90112,675823837,242014,1567992527.260
1.890,4.157,93.953,0,0,0,94208,906616355,473693,1567992528.260
2.295,3.758,93.947,0,0,0,102400,1006629120,523391,1567992529.260
1.158,2.214,96.628,0,0,0,184320,635214286,183919,1567992530.260
1.613,2.974,95.413,0,0,0,0,863292221,466439,1567992531.260
1.963,2.970,95.042,0.025,0,0,81920,932570121,550773,1567992532.260
1.383,2.866,95.752,0,0,0,0,790451128,503954,1567992533.260
1.205,1.957,96.838,0,0,0,77824,637266823,295836,1567992534.260
0.752,1.253,97.995,0,0,0,90112,451490017,179511,1567992535.260
1.129,1.957,96.914,0,0,0,86016,579937961,249995,1567992536.260
0.955,1.861,97.184,0,0,0,90112,568554674,280632,1567992537.260
1.155,1.984,96.860,0,0,0,81920,598432870,252641,1567992538.260
1.635,2.692,95.673,0,0,0,118784,799336031,448307,1567992539.260
1.509,2.843,95.648,0,0,0,106496,761846961,365141,1567992540.260
1.336,2.697,95.968,0,0,0,40960,762628346,427549,1567992541.260
1.405,2.509,96.086,0,0,0,77824,698926647,248523,1567992542.260
1.282,2.186,96.532,0,0,0,0,652374364,303764,1567992543.260
1.738,3.501,94.761,0,0,0,77824,859045419,540770,1567992544.260
2.193,3.856,93.952,0,0,0,0,934187217,424665,1567992545.260
2.238,3.798,93.964,0,0,0,172032,902915673,485315,1567992546.260
2.066,3.855,94.079,0,0,0,94208,926424168,650308,1567992547.260
1.942,3.455,94.603,0,0,0,114688,915479561,674903,1567992548.260
2.293,3.478,94.229,0,0,0,114688,1022670356,805651,1567992549.260
2.190,4.355,93.454,0,0,0,106496,999846609,594923,1567992550.260
2.105,3.183,94.712,0,0,0,0,977853463,724773,1567992551.260
1.356,2.360,96.284,0,0,0,77824,757897705,472007,1567992552.260
1.856,2.709,95.435,0,0,0,0,852606820,684550,1567992553.260
1.653,2.554,95.768,0.025,0,0,180224,801105620,434434,1567992554.260
1.577,2.504,95.919,0,0,0,0,754298171,459689,1567992555.260
1.585,2.918,95.498,0,0,0,86016,809163861,440609,1567992556.260
1.710,3.219,95.070,0,0,0,90112,864434573,445642,1567992557.260
1.733,2.788,95.479,0,0,0,94208,865868908,532097,1567992558.260
2.033,2.785,95.182,0,0,0,114688,784645066,535215,1567992559.260
1.609,2.489,95.902,0,0,0,188416,754190311,309169,1567992560.260
1.256,2.211,96.533,0,0,0,0,719649513,441449,1567992561.260
2.088,3.446,94.467,0,0,0,81920,884970210,527461,1567992562.260
1.608,2.538,95.854,0,0,0,0,752668433,332288,1567992563.260
1.786,3.018,95.196,0,0,0,77824,794520400,545156,1567992564.260
2.017,2.874,95.110,0,0,0,0,898266006,412467,1567992565.260
2.062,3.345,94.593,0,0,0,159744,895546838,418525,1567992566.260
2.014,3.146,94.840,0,0,0,0,836159324,442314,1567992567.260
1.431,2.662,95.907,0,0,0,81920,629482231,213285,1567992568.260
1.658,2.537,95.805,0,0,0,118784,767396835,362051,1567992569.260
1.710,2.817,95.473,0,0,0,188416,819559468,471183,1567992570.260
1.962,2.918,95.121,0,0,0,4096,859054632,601765,1567992571.260
1.941,3.377,94.657,0.025,0,0,81920,929488532,769179,1567992572.260
1.881,2.658,95.461,0,0,0,0,857467822,552832,1567992573.260
2.260,3.164,94.576,0,0,0,77824,980076858,892632,1567992574.260
1.581,2.686,95.733,0,0,0,0,760174231,538773,1567992575.260
2.014,3.020,94.966,0,0,0,90112,911400424,477825,1567992576.260
1.967,3.253,94.781,0,0,0,135168,1002419873,649374,1567992577.260
1.916,3.026,95.058,0,0,0,0,863218846,553543,1567992578.260
1.585,2.892,95.523,0,0,0,77824,728279887,358468,1567992579.260
1.709,2.839,95.452,0,0,0,118784,742460479,473786,1567992580.260
1.765,2.849,95.386,0,0,0,212992,837369427,469649,1567992581.260
1.635,2.741,95.624,0,0,0,0,762222217,365811,1567992582.260
1.456,2.335,96.209,0,0,0,81920,732866258,554784,1567992583.260
1.657,2.210,96.133,0,0,0,0,816811408,533618,1567992584.260
1.908,2.736,95.356,0,0,0,77824,951814042,703773,1567992585.260
1.707,2.385,95.908,0,0,0,90112,800745929,490805,1567992586.260
1.456,2.285,96.259,0,0,0,172032,757951317,481884,1567992587.260
1.658,3.014,95.328,0,0,0,0,840825236,590259,1567992588.260
1.811,3.069,95.119,0,0,0,81920,812779062,362324,1567992589.260
1.609,2.388,96.003,0,0,0,118784,714369786,337604,1567992590.260
2.088,3.094,94.792,0.025,0,0,192512,951264053,623041,1567992591.260
1.781,2.408,95.811,0,0,0,0,867857040,512411,1567992592.260
1.607,2.536,95.857,0,0,0,81920,794137673,376922,1567992593.260
1.881,2.533,95.586,0,0,0,0,872461887,611590,1567992594.260
1.607,2.662,95.731,0,0,0,77824,764658723,436081,1567992595.260
1.810,2.766,95.424,0,0,0,90112,750975824,411763,1567992596.260
1.992,3.429,94.579,0,0,0,81920,892080807,440156,1567992597.260
1.813,3.123,95.064,0,0,0,0,796775091,456153,1567992598.260
1.861,2.918,95.221,0,0,0,77824,736488374,259322,1567992599.260
1.839,2.821,95.340,0,0,0,114688,800897406,398476,1567992600.260
1.332,2.161,96.508,0,0,0,204800,620729223,174445,1567992601.260
1.356,2.085,96.559,0,0,0,49152,605324693,257471,1567992602.260
1.610,2.842,95.548,0,0,0,110592,821114357,581858,1567992603.260
2.135,2.763,95.102,0,0,0,0,928723392,965336,1567992604.260
1.933,3.138,94.928,0,0,0,77824,911588369,711591,1567992605.260
1.856,2.584,95.559,0,0,0,90112,780526009,386095,1567992606.260
1.631,2.384,95.985,0,0,0,184320,783613705,420258,1567992607.260
2.013,3.045,94.942,0,0,0,0,984828801,785315,1567992608.260
1.607,2.435,95.958,0,0,0,77824,814698907,437582,1567992609.260
1.408,2.288,96.280,0.025,0,0,118784,616328883,230932,1567992610.260
1.533,2.161,96.306,0,0,0,188416,619650911,210273,1567992611.260
1.659,2.765,95.577,0,0,0,81920,793313151,423295,1567992612.260
1.556,2.435,96.009,0,0,0,98304,731656154,380212,1567992613.260
1.984,2.938,95.078,0,0,0,0,879875936,540568,1567992614.260
1.636,2.466,95.898,0,0,0,77824,791079761,491505,1567992615.260
1.505,2.182,96.313,0,0,0,90112,708114297,409083,1567992616.260
1.381,1.908,96.712,0,0,0,94208,654680287,402892,1567992617.260
1.530,2.183,96.287,0,0,0,0,672756140,317821,1567992618.260
1.478,2.280,96.242,0,0,0,77824,756530933,555722,1567992619.260
1.936,2.614,95.450,0,0,0,126976,848831497,449930,1567992620.260
2.012,3.042,94.946,0,0,0,192512,915074476,717545,1567992621.260
1.305,2.083,96.612,0,0,0,0,701384233,417819,1567992622.260
1.181,2.085,96.734,0,0,0,81920,589064503,319412,1567992623.260
1.407,2.563,96.029,0,0,0,0,740838073,317934,1567992624.260
1.561,2.492,95.948,0,0,0,163840,731312883,359657,1567992625.260
1.512,2.495,95.993,0,0,0,94208,746866538,260123,1567992626.260
1.661,2.693,95.647,0,0,0,81920,741682107,222234,1567992627.260
1.938,2.895,95.167,0,0,0,0,878785648,253681,1567992628.260
2.065,3.223,94.686,0.025,0,0,225280,872892101,426551,1567992629.260
2.162,3.494,94.344,0,0,0,94208,887699031,474003,1567992630.260
2.216,3.400,94.384,0,0,0,81920,841171730,376001,1567992631.260
1.258,2.289,96.453,0,0,0,0,655178204,207365,1567992632.260
1.762,2.844,95.394,0,0,0,270336,766521040,398678,1567992633.260
1.915,3.049,95.035,0,0,0,0,799560793,398722,1567992634.260
1.483,2.664,95.853,0,0,0,98304,740140145,344779,1567992635.260
1.583,2.587,95.830,0,0,0,81920,694151490,269873,1567992636.260
1.660,2.666,95.674,0,0,0,94208,768482258,446840,1567992637.260
1.862,2.893,95.245,0,0,0,81920,871357335,450941,1567992638.260
2.090,3.021,94.889,0,0,0,118784,828515638,586351,1567992639.260
1.735,2.615,95.650,0,0,0,196608,757178584,371095,1567992640.260
1.281,2.185,96.534,0,0,0,98304,638124297,273431,1567992641.260
1.109,2.395,96.496,0,0,0,0,656071256,302351,1567992642.260
1.614,2.774,95.613,0,0,0,131072,835510395,283542,1567992643.260
1.908,2.661,95.432,0,0,0,0,824818552,541988,1567992644.260
1.681,2.208,96.110,0,0,0,94208,731036188,415646,1567992645.260
1.684,2.563,95.753,0,0,0,81920,760401324,277591,1567992646.260
1.434,2.792,95.774,0,0,0,98304,742936645,465415,1567992647.260
1.861,2.892,95.223,0.025,0,0,118784,829639679,477143,1567992648.260
1.943,3.230,94.827,0,0,0,114688,841288937,454279,1567992649.260
1.861,3.219,94.920,0,0,0,200704,844042840,500667,1567992650.260
1.786,2.993,95.221,0,0,0,77824,784930848,339741,1567992651.260
1.539,3.052,95.409,0,0,0,0,818239163,346023,1567992652.260
2.039,2.946,95.015,0,0,0,81920,886510333,627346,1567992653.260
2.478,4.349,93.173,0,0,0,0,1055251796,835522,1567992654.260
1.913,2.795,95.292,0,0,0,163840,805757282,473211,1567992655.260
2.093,3.127,94.779,0,0,0,94208,873244740,429003,1567992656.260
1.536,2.593,95.871,0,0,0,81920,707602474,320622,1567992657.260
1.815,2.848,95.338,0,0,0,0,818162992,262191,1567992658.260
1.257,1.986,96.756,0,0,0,118784,571526414,254863,1567992659.260
0.955,1.861,97.184,0,0,0,110592,507558959,181711,1567992660.260
1.233,2.189,96.579,0,0,0,77824,672049123,293121,1567992661.260
1.254,2.032,96.713,0,0,0,0,564716422,219033,1567992662.260
1.282,1.960,96.758,0,0,0,77824,595027943,230734,1567992663.260
1.482,2.236,96.282,0,0,0,4096,631184774,230910,1567992664.260
1.282,2.237,96.481,0,0,0,94208,628619220,419411,1567992665.260
1.909,2.536,95.555,0,0,0,81920,826583860,533251,1567992666.260
2.186,2.889,94.899,0.025,0,0,94208,963367213,762210,1567992667.260
2.063,2.969,94.969,0,0,0,81920,943344463,725405,1567992668.260
2.141,3.048,94.811,0,0,0,114688,882837605,619955,1567992669.260
1.509,2.691,95.800,0,0,0,192512,785478110,343319,1567992670.260
1.582,2.411,96.007,0,0,0,0,698198951,221019,1567992671.260
1.508,2.312,96.181,0,0,0,98304,683170957,248227,1567992672.260
1.380,2.233,96.386,0,0,0,0,637629504,209258,1567992673.260
1.431,1.934,96.635,0,0,0,143360,579795879,196726,1567992674.260
1.358,2.239,96.403,0,0,0,0,652718772,202093,1567992675.260
1.660,2.843,95.497,0,0,0,163840,753335269,397267,1567992676.260
1.482,2.487,96.031,0,0,0,94208,702396007,376828,1567992677.260
1.813,3.123,95.064,0,0,0,81920,835480918,493361,1567992678.260
1.538,2.900,95.562,0,0,0,282624,797434447,406245,1567992679.260
1.865,2.975,95.160,0,0,0,126976,830466230,387721,1567992680.260
1.788,3.399,94.814,0,0,0,0,840872255,366385,1567992681.260
1.970,3.663,94.367,0,0,0,77824,955125399,471405,1567992682.260
2.037,2.917,95.047,0,0,0,0,915454776,607104,1567992683.260
2.113,3.018,94.869,0,0,0,81920,951992756,665872,1567992684.260
1.634,2.489,95.877,0,0,0,106496,845587903,496177,1567992685.260
1.659,2.966,95.349,0.025,0,0,81920,863495855,513405,1567992686.260
1.885,2.765,95.351,0,0,0,90112,879643090,713996,1567992687.260
1.455,2.334,96.211,0,0,0,81920,736519070,397673,1567992688.260
1.305,1.882,96.813,0,0,0,122880,590475224,286343,1567992689.260
1.409,2.541,96.050,0,0,0,217088,712783819,265621,1567992690.260
1.333,2.741,95.927,0,0,0,0,736701550,303317,1567992691.260
1.532,2.686,95.782,0,0,0,77824,747387743,613361,1567992692.260
1.634,3.168,95.197,0,0,0,0,908556230,499040,1567992693.260
1.306,2.261,96.433,0,0,0,77824,705762702,441364,1567992694.260
1.154,2.132,96.713,0,0,0,90112,691799639,402629,1567992695.260
1.531,2.409,96.060,0,0,0,81920,756188590,502299,1567992696.260
1.914,3.072,95.014,0,0,0,90112,976438202,808416,1567992697.260
1.809,2.991,95.200,0,0,0,81920,849749572,504811,1567992698.260
1.914,3.174,94.912,0,0,0,126976,822509459,500539,1567992699.260
1.935,2.915,95.150,0,0,0,192512,888353328,467539,1567992700.260
2.014,3.223,94.763,0,0,0,0,950652982,595423,1567992701.260
1.839,3.326,94.835,0,0,0,81920,862802826,419721,1567992702.260
1.457,2.312,96.231,0,0,0,0,752540075,374798,1567992703.260
1.482,2.411,96.107,0,0,0,77824,766806842,395376,1567992704.260
1.555,2.382,96.063,0,0,0,0,785252960,589753,1567992705.260
1.504,2.256,96.216,0.025,0,0,77824,760213528,590523,1567992706.260
1.378,1.980,96.642,0,0,0,90112,636442377,312938,1567992707.260
1.026,1.401,97.573,0,0,0,98304,495014712,177897,1567992708.260
1.078,1.505,97.417,0,0,0,118784,557215838,322821,1567992709.260
1.305,2.083,96.611,0,0,0,229376,615796486,272293,1567992710.260
1.609,2.338,96.052,0,0,0,0,689659182,356637,1567992711.260
1.458,2.565,95.977,0,0,0,98304,725215718,320481,1567992712.260
1.612,2.947,95.441,0,0,0,0,793902017,421528,1567992713.260
1.911,3.369,94.720,0,0,0,77824,885684239,603664,1567992714.260
1.783,2.912,95.305,0,0,0,0,812082188,453031,1567992715.260
1.483,2.338,96.179,0,0,0,167936,651820590,399813,1567992716.260
1.585,3.045,95.370,0,0,0,94208,756701337,385936,1567992717.260
1.787,2.995,95.218,0,0,0,98304,758041707,452341,1567992718.260
1.908,3.239,94.853,0,0,0,118784,790380846,330765,1567992719.260
1.785,2.665,95.549,0,0,0,110592,791931791,296769,1567992720.260
1.509,2.690,95.801,0,0,0,0,729838416,279703,1567992721.260
1.484,2.893,95.623,0,0,0,77824,744079937,286259,1567992722.260
1.635,2.565,95.800,0,0,0,0,660013450,220282,1567992723.260
1.714,3.101,95.185,0,0,0,86016,760710135,323188,1567992724.260
1.891,3.328,94.755,0.025,0,0,94208,808251590,311547,1567992725.260
1.787,2.769,95.444,0,0,0,81920,755295783,282005,1567992726.260
0.502,0.954,98.545,0,0,0,90112,263267602,50352,1567992727.260
0.301,0.626,99.073,0,0,0,81920,147295967,23565,1567992728.260
0.451,0.802,98.747,0,0,0,118784,189073289,49021,1567992729.260
0.501,0.802,98.697,0,0,0,200704,188583287,25479,1567992730.260
0.376,0.727,98.898,0,0,0,0,165012363,20248,1567992731.260
0.326,0.752,98.922,0,0,0,77824,165013620,19205,1567992732.260
0.375,0.626,98.999,0,0,0,0,188582654,36009,1567992733.260
0.350,0.475,99.174,0,0,0,94208,169347295,42706,1567992734.260
0.375,0.425,99.200,0,0,0,94208,161149727,31749,1567992735.260
0.375,0.550,99.075,0,0,0,98304,196827257,52671,1567992736.260
0.325,0.450,99.225,0,0,0,90112,167874421,35766,1567992737.260
0.425,0.651,98.924,0,0,0,81920,177478637,30657,1567992738.260
0.376,0.877,98.747,0,0,0,118784,185327565,27505,1567992739.260
0.476,0.727,98.796,0,0,0,196608,192327702,26931,1567992740.260
0.375,0.626,98.999,0,0,0,81920,141439017,15843,1567992741.260
0.301,0.601,99.073,0.025,0,0,77824,165010222,18681,1567992742.260
0.275,0.526,99.199,0,0,0,0,141438816,18258,1567992743.260
0.300,0.526,99.174,0,0,0,94208,141913255,20398,1567992744.260
0.326,0.451,99.224,0,0,0,90112,141439497,16239,1567992745.260
