"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","client0.j8osds-d.skyhook-pg0.wisc.cloudlab.us",,,,"User:","jlefevre"
"Cmdline:","dstat -cdn --epoch --noheaders --integer --output dstat.8osds.lineitem.10MB.client0.log",,,,"Date:","08 Sep 2019 20:23:12 CDT"
"total cpu usage",,,,,"dsk/total",,"net/total",,"epoch"
0.075,0.025,99.900,0,0,0,73728,9442171,60777,1567994406.260
0.150,0.075,99.775,0,0,0,86016,9958224,62647,1567994407.260
0.075,0.050,99.875,0,0,0,98304,10345812,68832,1567994408.260
0.075,0.050,99.875,0,0,0,0,10624294,70844,1567994409.260
0.075,0.075,99.850,0,0,0,163840,11093800,70437,1567994410.260
0.100,0.050,99.850,0,0,0,0,12507873,83031,1567994411.260
0.100,0.025,99.850,0.025,0,0,81920,10622128,69208,1567994412.260
0.100,0.025,99.875,0,0,0,344064,10858692,70514,1567994413.260
0.175,0.075,99.750,0,0,0,77824,9917736,65099,1567994414.260
0.075,0,99.925,0,0,0,0,9679831,62938,1567994415.260
0.125,0.075,99.800,0,0,0,176128,10622492,68218,1567994416.260
0.125,0.050,99.825,0,0,0,90112,11563967,75239,1567994417.260
0.175,0.050,99.775,0,0,0,81920,8499048,55677,1567994418.260
0.075,0,99.925,0,0,0,49152,10151753,66760,1567994419.260
0.075,0.025,99.900,0,0,0,77824,10383758,68707,1567994420.260
0.100,0,99.900,0,0,0,0,9441050,61115,1567994421.260
0.125,0.050,99.825,0,0,0,77824,10384706,66611,1567994422.260
0.100,0.025,99.875,0,0,0,0,8499737,54744,1567994423.260
0.075,0.050,99.875,0,0,0,77824,10387647,67951,1567994424.260
0.075,0.050,99.875,0,0,0,135168,12742267,81048,1567994425.260
0.050,0.075,99.875,0,0,0,81920,8028169,51143,1567994426.260
0.050,0.025,99.925,0,0,0,86016,8498716,54678,1567994427.260
0.075,0.075,99.850,0,0,0,77824,10619788,67896,1567994428.260
0.125,0,99.875,0,0,0,0,10387460,70131,1567994429.260
0.125,0.050,99.825,0,0,0,135168,10618425,68342,1567994430.260
0.125,0.025,99.850,0,0,0,81920,9912545,65851,1567994431.260
0.125,0.100,99.775,0,0,0,0,9677124,62895,1567994432.260
0.050,0.050,99.900,0,0,0,94208,9676347,61913,1567994433.260
0.050,0.075,99.875,0,0,0,0,9208178,60188,1567994434.260
0.075,0.050,99.875,0,0,0,77824,10385259,66752,1567994435.260
0.075,0.100,99.800,0.025,0,0,303104,9678852,63076,1567994436.260
0.050,0.050,99.900,0,0,0,163840,9678375,62647,1567994437.260
0.075,0.025,99.900,0,0,0,0,10855839,69635,1567994438.260
0.175,0.025,99.800,0,0,0,81920,9219735,61566,1567994439.260
0.075,0.025,99.900,0,0,0,102400,8262282,54248,1567994440.260
0.075,0.025,99.900,0,0,0,184320,8733510,56096,1567994441.260
0.050,0,99.950,0,0,0,40960,10147182,65870,1567994442.260
0.050,0.050,99.900,0,0,0,81920,10383804,66412,1567994443.260
0.150,0.025,99.825,0,0,0,0,9678558,62532,1567994444.260
0.075,0,99.925,0,0,0,77824,8261886,53939,1567994445.260
0.075,0.125,99.800,0,0,0,90112,9439977,60917,1567994446.260
0.100,0,99.900,0,0,0,81920,8734179,55691,1567994447.260
0.075,0.050,99.875,0,0,0,40960,8498637,55491,1567994448.260
0.100,0.050,99.850,0,0,0,94208,10873703,71551,1567994449.260
0.075,0.050,99.875,0,0,0,114688,8500125,54535,1567994450.260
0.050,0.050,99.900,0,0,0,192512,7557405,49381,1567994451.260
0.050,0,99.950,0,0,0,0,8499939,55347,1567994452.260
0.025,0.025,99.950,0,0,0,81920,8499696,55462,1567994453.260
0.100,0.050,99.850,0,0,0,53248,7322664,48652,1567994454.260
0.050,0.025,99.900,0.025,0,0,77824,5670933,37590,1567994455.260
0.075,0.050,99.875,0,0,0,90112,5670357,37053,1567994456.260
0.050,0.075,99.875,0,0,0,167936,6612756,45650,1567994457.260
0.075,0.025,99.900,0,0,0,0,6849222,45616,1567994458.260
0.050,0.025,99.925,0,0,0,81920,7570453,50306,1567994459.260
0.125,0.075,99.800,0,0,0,151552,10384503,68536,1567994460.260
0.100,0,99.900,0,0,0,184320,8263800,52882,1567994461.260
0.075,0.025,99.900,0,0,0,0,7321170,47696,1567994462.260
0.075,0.025,99.900,0,0,0,94208,8735061,56685,1567994463.260
0.125,0.025,99.850,0,0,0,0,9209288,60926,1567994464.260
0.075,0.075,99.850,0,0,0,131072,6614343,42690,1567994465.260
0,0.050,99.950,0,0,0,90112,5907348,39386,1567994466.260
0,0,100,0,0,0,86016,4493417,29699,1567994467.260
0.025,0.050,99.925,0,0,0,0,5671215,37911,1567994468.260
0.125,0,99.875,0,0,0,77824,7338712,48866,1567994469.260
0.125,0.050,99.825,0,0,0,118784,5906886,39708,1567994470.260
0.100,0.050,99.850,0,0,0,229376,8970699,58825,1567994471.260
0.075,0,99.925,0,0,0,0,7320198,47906,1567994472.260
0.075,0.050,99.850,0.025,0,0,81920,7792311,50691,1567994473.260
0.100,0.050,99.850,0,0,0,0,7088793,49049,1567994474.260
0.100,0,99.900,0,0,0,77824,8501391,56800,1567994475.260
0.075,0.050,99.875,0,0,0,139264,8737116,57230,1567994476.260
0.075,0.050,99.875,0,0,0,172032,9680699,63811,1567994477.260
0.100,0.050,99.850,0,0,0,0,10386171,68269,1567994478.260
0.200,0.050,99.750,0,0,0,81920,9226471,62586,1567994479.260
0.050,0.125,99.825,0,0,0,118784,10151394,65586,1567994480.260
0.050,0.025,99.925,0,0,0,208896,10622058,67632,1567994481.260
0.125,0.025,99.850,0,0,0,45056,8971413,57769,1567994482.260
0.175,0.050,99.775,0,0,0,81920,8028060,51794,1567994483.260
0.050,0,99.950,0,0,0,0,7795450,51602,1567994484.260
0.100,0.050,99.850,0,0,0,77824,7792614,51121,1567994485.260
0.025,0.050,99.925,0,0,0,90112,7556703,49051,1567994486.260
0.125,0.025,99.850,0,0,0,81920,8027094,52322,1567994487.260
0.075,0.025,99.900,0,0,0,40960,8734788,57944,1567994488.260
0.050,0.025,99.925,0,0,0,73728,8751523,57766,1567994489.260
0.150,0.050,99.800,0,0,0,114688,7555185,48635,1567994490.260
0.150,0.050,99.775,0.025,0,0,188416,7791414,50592,1567994491.260
0.150,0.050,99.800,0,0,0,0,7555557,48919,1567994492.260
0.100,0.025,99.875,0,0,0,81920,8263581,53921,1567994493.260
0.150,0.025,99.825,0,0,0,45056,8501339,56027,1567994494.260
0.100,0.025,99.875,0,0,0,81920,8736228,57227,1567994495.260
0.050,0.050,99.900,0,0,0,94208,8500275,54951,1567994496.260
0.075,0.025,99.900,0,0,0,167936,9206739,58773,1567994497.260
0.100,0.025,99.875,0,0,0,0,8028447,51054,1567994498.260
0.100,0.050,99.850,0,0,0,221184,7575118,51659,1567994499.260
0.050,0.050,99.900,0,0,0,40960,6850572,45769,1567994500.260
0.100,0.025,99.875,0,0,0,81920,8972601,58033,1567994501.260
0.050,0.025,99.925,0,0,0,0,8265558,53674,1567994502.260
0.075,0.025,99.900,0,0,0,77824,8971812,57950,1567994503.260
0.050,0.025,99.925,0,0,0,0,9444645,61597,1567994504.260
0.125,0.025,99.850,0,0,0,167936,8500725,54886,1567994505.260
0.125,0.075,99.800,0,0,0,131072,8265252,53080,1567994506.260
0.025,0.050,99.925,0,0,0,77824,8736903,56549,1567994507.260
0,0,100,0,0,0,0,9207792,59178,1567994508.260
0.150,0.025,99.825,0,0,0,118784,10403375,68648,1567994509.260
0.050,0.025,99.925,0,0,0,102400,6850446,44371,1567994510.260
0.075,0.100,99.800,0.025,0,0,163840,7322172,47576,1567994511.260
0.175,0.025,99.800,0,0,0,40960,8500731,55413,1567994512.260
0.100,0.075,99.825,0,0,0,98304,8499270,55272,1567994513.260
0.025,0,99.975,0,0,0,0,8029999,53287,1567994514.260
0.050,0.025,99.925,0,0,0,77824,7323222,47907,1567994515.260
0.075,0.050,99.875,0,0,0,90112,8499273,55017,1567994516.260
0.125,0.025,99.850,0,0,0,94208,8970834,57694,1567994517.260
0.050,0.025,99.925,0,0,0,49152,7556631,48787,1567994518.260
0.125,0.050,99.825,0,0,0,118784,8282288,54523,1567994519.260
0.050,0.025,99.925,0,0,0,102400,8497875,55116,1567994520.260
0.050,0.025,99.925,0,0,0,110592,7319478,47817,1567994521.260
0.075,0.025,99.900,0,0,0,81920,8263230,55215,1567994522.260
0.075,0.075,99.850,0,0,0,77824,10148835,66191,1567994523.260
0.150,0,99.850,0,0,0,53248,8973549,59781,1567994524.260
0.150,0.050,99.800,0,0,0,90112,7556457,49192,1567994525.260
0.050,0.050,99.900,0,0,0,81920,8499831,55413,1567994526.260
0.050,0.100,99.850,0,0,0,90112,7084512,45498,1567994527.260
0.100,0,99.900,0,0,0,94208,7790988,51582,1567994528.260
0.200,0.075,99.725,0,0,0,118784,10402734,67822,1567994529.260
0.125,0.025,99.825,0.025,0,0,208896,6376224,40827,1567994530.260
0.125,0.050,99.825,0,0,0,0,7318800,48962,1567994531.260
0.025,0.050,99.925,0,0,0,106496,7318626,47700,1567994532.260
0.075,0,99.925,0,0,0,0,5668740,37176,1567994533.260
0.075,0.050,99.875,0,0,0,77824,7557547,52705,1567994534.260
0.075,0.050,99.875,0,0,0,143360,8026677,52340,1567994535.260
0.125,0.050,99.825,0,0,0,81920,9205266,59508,1567994536.260
0.100,0.050,99.850,0,0,0,90112,8498724,55008,1567994537.260
0.075,0.025,99.900,0,0,0,81920,7793094,50658,1567994538.260
0.075,0.050,99.875,0,0,0,114688,8517640,56790,1567994539.260
0.125,0.025,99.850,0,0,0,184320,9442425,60992,1567994540.260
0.050,0.025,99.925,0,0,0,40960,7320536,48002,1567994541.260
0.100,0.050,99.850,0,0,0,81920,6613029,43547,1567994542.260
0.050,0.025,99.925,0,0,0,0,6847599,44815,1567994543.260
0.025,0.050,99.925,0,0,0,77824,8500649,56373,1567994544.260
0.075,0.025,99.900,0,0,0,94208,8263494,53683,1567994545.260
0.075,0.050,99.875,0,0,0,98304,8027859,51869,1567994546.260
0.050,0.025,99.925,0,0,0,135168,7791111,49989,1567994547.260
0.075,0,99.900,0.025,0,0,81920,6613491,43019,1567994548.260
0.125,0.050,99.825,0,0,0,118784,6868493,45805,1567994549.260
0.125,0.050,99.825,0,0,0,196608,6612369,43754,1567994550.260
0.125,0.050,99.825,0,0,0,0,7320258,47312,1567994551.260
0.050,0.025,99.925,0,0,0,77824,8263530,54326,1567994552.260
0.075,0.050,99.875,0,0,0,45056,8733189,57527,1567994553.260
0.125,0.025,99.850,0,0,0,77824,7557231,50457,1567994554.260
0.025,0.025,99.950,0,0,0,90112,5905014,38867,1567994555.260
0.150,0.075,99.775,0,0,0,81920,7555089,48721,1567994556.260
0.100,0,99.900,0,0,0,90112,7319577,48371,1567994557.260
0.025,0.075,99.900,0,0,0,94208,7555929,48721,1567994558.260
0.100,0.025,99.875,0,0,0,155648,8045653,54104,1567994559.260
0.125,0.025,99.850,0,0,0,212992,9206604,60507,1567994560.260
0.100,0.025,99.875,0,0,0,0,8735580,55436,1567994561.260
0.100,0.050,99.850,0,0,0,81920,9206934,59050,1567994562.260
0.100,0,99.900,0,0,0,0,7791375,50913,1567994563.260
0.075,0.050,99.875,0,0,0,139264,6851652,45628,1567994564.260
0.050,0.025,99.925,0,0,0,0,7792086,51393,1567994565.260
0.100,0.050,99.825,0.025,0,0,167936,8027727,51861,1567994566.260
0.075,0.025,99.900,0,0,0,94208,7083492,45432,1567994567.260
0.075,0.050,99.875,0,0,0,81920,7319412,48632,1567994568.260
0.125,0,99.875,0,0,0,118784,8988044,60202,1567994569.260
0.075,0.050,99.875,0,0,0,139264,8261982,53287,1567994570.260
0.075,0.050,99.875,0,0,0,0,8497797,54687,1567994571.260
0.125,0,99.875,0,0,0,77824,6141165,40061,1567994572.260
0.025,0.050,99.925,0,0,0,0,7084140,46290,1567994573.260
0.100,0.025,99.875,0,0,0,77824,7558067,50461,1567994574.260
0.125,0.025,99.850,0,0,0,131072,8499435,55620,1567994575.260
0.100,0.075,99.825,0,0,0,81920,8262906,54964,1567994576.260
0.050,0.025,99.925,0,0,0,90112,7319883,47435,1567994577.260
0.050,0.050,99.900,0,0,0,98304,6848274,45022,1567994578.260
0.100,0.025,99.875,0,0,0,118784,7575031,51022,1567994579.260
0.125,0.025,99.850,0,0,0,262144,9677322,62335,1567994580.260
0.100,0.025,99.875,0,0,0,0,7792854,50724,1567994581.260
0.075,0.050,99.875,0,0,0,77824,8499303,55471,1567994582.260
0.075,0.025,99.900,0,0,0,0,7556574,48316,1567994583.260
0.125,0.075,99.800,0,0,0,77824,8502471,56547,1567994584.260
0.125,0.025,99.825,0.025,0,0,90112,8734764,57161,1567994585.260
0.125,0.075,99.800,0,0,0,118784,10385379,67807,1567994586.260
0.100,0.025,99.875,0,0,0,90112,7792641,50715,1567994587.260
0.100,0.050,99.850,0,0,0,81920,8970753,58561,1567994588.260
0.100,0.050,99.850,0,0,0,118784,7809373,52245,1567994589.260
0.125,0,99.875,0,0,0,196608,7320072,47849,1567994590.260
0.050,0.050,99.900,0,0,0,49152,5669943,36921,1567994591.260
0.025,0,99.975,0,0,0,77824,4256553,28995,1567994592.260
0.075,0.050,99.875,0,0,0,0,7321509,49255,1567994593.260
0.200,0.125,99.550,0.125,0,0,21966848,6381162,43404,1567994594.260
0.075,0.025,99.900,0,0,0,122880,4965138,33231,1567994595.260
0.050,0.050,99.900,0,0,0,73728,5907402,38792,1567994596.260
0.075,0.025,99.900,0,0,0,94208,6378483,43593,1567994597.260
0.100,0.025,99.875,0,0,0,81920,8263884,55864,1567994598.260
0.100,0.025,99.875,0,0,0,118784,8990523,60862,1567994599.260
0.075,0.025,99.875,0.025,0,0,208896,9678342,62467,1567994600.260
0.125,0.025,99.850,0,0,0,0,8264484,53278,1567994601.260
0.125,0.025,99.850,0,0,0,81920,8734836,55362,1567994602.260
0.050,0.050,99.900,0,0,0,0,6377949,41997,1567994603.260
0.125,0.025,99.850,0,0,0,77824,7558941,50911,1567994604.260
0.025,0.025,99.950,0,0,0,0,5435354,35485,1567994605.260
0.125,0.025,99.850,0,0,0,77824,7792884,50056,1567994606.260
0.050,0.050,99.900,0,0,0,90112,5200278,34490,1567994607.260
0.025,0.025,99.950,0,0,0,81920,7322184,48170,1567994608.260
0.125,0.025,99.850,0,0,0,114688,7575345,49966,1567994609.260
0.175,0.075,99.650,0.100,0,0,15335424,7086723,46770,1567994610.260
0.075,0.050,99.875,0,0,0,196608,9443793,60389,1567994611.260
0.175,0.050,99.775,0,0,0,98304,7558521,49183,1567994612.260
0.075,0.025,99.900,0,0,0,0,7793547,50385,1567994613.260
0.075,0.025,99.900,0,0,0,77824,10388919,68755,1567994614.260
0.050,0.025,99.925,0,0,0,0,8735778,56831,1567994615.260
0.100,0.100,99.800,0,0,0,184320,8734062,57894,1567994616.260
0.050,0,99.950,0,0,0,0,9205953,59841,1567994617.260
0.075,0.050,99.875,0,0,0,0,8970369,57827,1567994618.260
0.050,0.025,99.925,0,0,0,77824,8283004,54412,1567994619.260
0.175,0.050,99.775,0,0,0,118784,8264814,53324,1567994620.260
0.075,0.025,99.900,0,0,0,188416,6142959,39607,1567994621.260
0.050,0.025,99.925,0,0,0,8192,6142905,41347,1567994622.260
0.075,0.050,99.850,0.025,0,0,81920,7321149,48017,1567994623.260
0.100,0.025,99.875,0,0,0,0,7323880,48916,1567994624.260
0.050,0.100,99.850,0,0,0,77824,9209530,59785,1567994625.260
0.050,0.050,99.900,0,0,0,90112,8029599,52397,1567994626.260
0.025,0.050,99.925,0,0,0,200704,7086972,45288,1567994627.260
0.075,0.025,99.900,0,0,0,0,7321794,48710,1567994628.260
0.100,0.025,99.875,0,0,0,77824,8989487,59431,1567994629.260
0.100,0.025,99.875,0,0,0,114688,9442371,61359,1567994630.260
0.100,0.050,99.850,0,0,0,188416,8499303,55875,1567994631.260
0.075,0,99.925,0,0,0,0,8970573,58297,1567994632.260
0.075,0.050,99.875,0,0,0,81920,8734965,57003,1567994633.260
0.075,0.025,99.900,0,0,0,0,8737514,57898,1567994634.260
0.075,0.025,99.900,0,0,0,77824,8501115,55414,1567994635.260
0.050,0.025,99.700,0.225,0,0,90112,7793376,51066,1567994636.260
0.100,0.025,99.125,0.750,0,0,172032,7557300,49108,1567994637.260
0.100,0.050,99.850,0,0,0,0,8734884,56294,1567994638.260
0.175,0.075,99.750,0,0,0,311296,7107474,48420,1567994639.260
0.050,0.075,99.875,0,0,0,167936,5909088,39994,1567994640.260
0.050,0.025,99.925,0,0,0,196608,5671989,36106,1567994641.260
0.025,0.025,99.950,0,0,0,0,5200071,35446,1567994642.260
0.150,0.050,99.800,0,0,0,339968,7086138,46876,1567994643.260
0.100,0.050,99.850,0,0,0,0,7325220,49258,1567994644.260
0.100,0.050,99.850,0,0,0,94208,6851232,44693,1567994645.260
0.025,0.025,99.950,0,0,0,90112,8972235,57505,1567994646.260
0.025,0.025,99.950,0,0,0,86016,8501186,54180,1567994647.260
0.125,0.025,99.850,0,0,0,57344,8028987,51209,1567994648.260
0.100,0,99.900,0,0,0,77824,5926051,40066,1567994649.260
0.125,0,99.875,0,0,0,118784,8736348,57858,1567994650.260
0.075,0.025,99.875,0.025,0,0,192512,6614289,43793,1567994651.260
0.025,0.025,99.950,0,0,0,0,7557657,50107,1567994652.260
0.075,0.025,99.900,0,0,0,77824,8029092,52776,1567994653.260
0.100,0.050,99.850,0,0,0,45056,8031101,54475,1567994654.260
0.025,0.025,99.950,0,0,0,77824,7086687,45846,1567994655.260
0.050,0.050,99.900,0,0,0,110592,6614529,42953,1567994656.260
0.100,0.025,99.875,0,0,0,167936,7555866,48712,1567994657.260
0.075,0.075,99.850,0,0,0,0,7556097,49183,1567994658.260
0.125,0.025,99.850,0,0,0,81920,8515429,39088,1567994659.260
0.050,0,99.950,0,0,0,163840,1663272,1897,1567994660.260
0.025,0.025,99.950,0,0,0,192512,1664220,1653,1567994661.260
0,0.025,99.975,0,0,0,0,1901559,1851,1567994662.260
0.025,0,99.975,0,0,0,81920,1666599,1636,1567994663.260
0.025,0.050,99.925,0,0,0,0,2139892,5745,1567994664.260
0.050,0,99.950,0,0,0,118784,1666866,1786,1567994665.260
0,0.025,99.975,0,0,0,90112,1430541,2787,1567994666.260
0.050,0,99.950,0,0,0,81920,1902521,3162,1567994667.260
0,0.025,99.975,0,0,0,0,1900179,3207,1567994668.260
0.050,0.025,99.925,0,0,0,77824,2155228,6715,1567994669.260
0.075,0.025,99.875,0.025,0,0,188416,1664352,3439,1567994670.260
0.050,0.025,99.925,0,0,0,176128,1664400,2997,1567994671.260
0.025,0,99.975,0,0,0,0,1428981,3435,1567994672.260
0.025,0.050,99.925,0,0,0,77824,1899684,3220,1567994673.260
0.050,0,99.950,0,0,0,0,2138212,6603,1567994674.260
0.025,0.025,99.950,0,0,0,122880,1428387,2050,1567994675.260
0.025,0,99.975,0,0,0,90112,1192302,1443,1567994676.260
0.025,0.025,99.950,0,0,0,184320,1428000,1558,1567994677.260
0.050,0.025,99.925,0,0,0,0,1192652,1570,1567994678.260
0.075,0,99.925,0,0,0,196608,1681260,6352,1567994679.260
0,0.025,99.975,0,0,0,0,1427187,1596,1567994680.260
0.025,0,99.975,0,0,0,221184,1190562,1381,1567994681.260
0,0.025,99.975,0,0,0,0,1425741,1521,1567994682.260
0.025,0.025,99.950,0,0,0,81920,1188981,1306,1567994683.260
0.050,0,99.950,0,0,0,0,1899429,5757,1567994684.260
0.025,0.025,99.950,0,0,0,77824,1190448,1456,1567994685.260
0.050,0.025,99.925,0,0,0,135168,1424721,1745,1567994686.260
0,0.025,99.975,0,0,0,94208,1191966,1314,1567994687.260
0,0,100,0,0,0,0,1424721,1587,1567994688.260
0.050,0,99.925,0.025,0,0,114688,1674760,5708,1567994689.260
0.025,0,99.975,0,0,0,98304,1424907,1596,1567994690.260
0.025,0.025,99.950,0,0,0,90112,1426239,1521,1567994691.260
0.025,0,99.975,0,0,0,118784,1190682,1389,1567994692.260
0.025,0,99.975,0,0,0,77824,1427040,1446,1567994693.260
0.075,0.025,99.900,0,0,0,0,1665690,5415,1567994694.260
0,0.025,99.975,0,0,0,163840,1429047,1588,1567994695.260
0.150,0.125,99.725,0,0,0,94208,959198,7578,1567994696.260
0.175,0.050,99.775,0,0,0,122880,20194,9400,1567994697.260
0.200,0.050,99.750,0,0,0,0,19527,9583,1567994698.260
0.225,0.050,99.725,0,0,0,77824,491827,14081,1567994699.260
0.225,0.050,99.725,0,0,0,90112,18775,9541,1567994700.260
