"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","osd0.j8osds-d.skyhook-pg0.wisc.cloudlab.us",,,,"User:","jlefevre"
"Cmdline:","dstat -cdn --epoch --noheaders --integer --output dstat.8osds.lineitem.10MB.osd0.log",,,,"Date:","08 Sep 2019 20:27:19 CDT"
"total cpu usage",,,,,"dsk/total",,"net/total",,"epoch"
0.200,0.075,99.700,0.025,0,26738688,3104768,15508,471744,1567994472.289
0.125,0.025,99.850,0,0,18350080,8192,27744,249615,1567994473.289
0.500,0.150,99.350,0,0,90177536,8192,61928,1040419,1567994474.289
0.425,0.100,99.475,0,0,85983232,8192,35314,721623,1567994475.289
0.750,0.150,99.100,0,0,120066048,45056,37506,1428240,1567994476.289
0.550,0.225,99.225,0,0,105906176,3899392,61760,984180,1567994477.289
0.350,0.100,99.550,0,0,59244544,8192,28149,716631,1567994478.289
0.300,0.075,99.625,0,0,34603008,8192,34829,546191,1567994479.289
0.476,0.100,99.424,0,0,108527616,8192,68302,988917,1567994480.289
0.926,0.175,98.899,0,0,163577856,8192,39487,1659477,1567994481.289
0.825,0.225,98.925,0.025,0,133693440,5029888,25726,1659147,1567994482.289
0,0.025,99.975,0,0,0,8192,50058,36780,1567994483.289
0.525,0.150,99.325,0,0,99090432,8192,41334,781954,1567994484.289
0.625,0.175,99.199,0,0,121110528,8192,26610,1419132,1567994485.289
0.400,0.150,99.450,0,0,72876032,8192,19499,711891,1567994486.290
0.250,0.075,99.650,0.025,0,22544384,3387392,23903,480786,1567994487.289
0.375,0.150,99.475,0,0,82837504,8192,37646,725883,1567994488.289
0.650,0.200,99.150,0,0,110624768,8192,58074,1035931,1567994489.289
0.825,0.200,98.975,0,0,148373504,8192,67442,1695786,1567994490.289
0.675,0.175,99.150,0,0,124780544,8192,31814,1192581,1567994491.289
0.526,0.150,99.324,0,0,89653248,5574656,36290,1197003,1567994492.289
0.625,0.175,99.200,0,0,105381888,8192,20173,1178919,1567994493.289
0.475,0.075,99.449,0,0,82313216,8192,32312,1013095,1567994494.289
0.450,0.200,99.350,0,0,140509184,8192,57676,739611,1567994495.289
0.925,0.175,98.900,0,0,107479040,4210688,36675,1903914,1567994496.289
0.751,0.150,99.074,0.025,0,135266304,1245184,25795,1419066,1567994497.289
0.125,0.100,99.775,0,0,59244544,8192,26847,245259,1567994498.289
0.525,0.150,99.326,0,0,53477376,8192,21676,1003855,1567994499.289
0.500,0.150,99.350,0,0,90177536,8192,34187,721338,1567994500.289
0.675,0.200,99.125,0,0,112771072,8192,63795,1455726,1567994501.289
0.250,0.125,99.625,0,0,45088768,4026368,104614,558270,1567994502.289
0.250,0.125,99.625,0,0,76021760,8192,31662,245457,1567994503.289
1.025,0.250,98.725,0,0,162004992,8192,28451,1946785,1567994504.289
0.850,0.175,98.975,0,0,122683392,8192,69435,1700133,1567994505.289
0.676,0.150,99.174,0,0,135266304,12288,28344,1183581,1567994506.289
0.375,0.150,99.450,0.025,0,57147392,5160960,37659,725685,1567994507.289
0.375,0.125,99.500,0,0,76546048,8192,29396,716643,1567994508.289
0.500,0.100,99.400,0,0,87556096,8192,19803,999375,1567994509.289
0.300,0.100,99.600,0,0,49283072,8192,76081,531087,1567994510.289
0.450,0.150,99.400,0,0,67633152,8192,19527,943182,1567994511.289
0.600,0.175,99.199,0.025,0,112721920,4247552,62767,1219839,1567994512.289
0.375,0.175,99.450,0,0,84410368,8192,64664,753075,1567994513.289
0.175,0.050,99.775,0,0,19922944,8192,28451,305916,1567994514.289
0.250,0.025,99.725,0,0,30932992,12288,26345,480786,1567994515.289
0.275,0.125,99.600,0,0,55050240,8192,31305,485472,1567994516.289
0.225,0.100,99.675,0,0,35127296,2539520,28919,485340,1567994517.289
0.050,0.050,99.900,0,0,26214400,0,52564,36858,1567994518.289
0.701,0.125,99.174,0,0,110100480,8192,66007,1280636,1567994519.289
0.776,0.100,99.124,0,0,146800640,8192,39207,1668528,1567994520.289
0.375,0.150,99.475,0,0,55050240,8192,19222,711957,1567994521.289
0.551,0.125,99.299,0.025,0,118489088,4231168,52962,975242,1567994522.289
0.575,0.150,99.275,0,0,84410368,8192,40539,1201557,1567994523.289
0.400,0.150,99.450,0,0,67633152,8192,69728,813910,1567994524.289
0.350,0.125,99.525,0,0,67633152,8192,20908,711957,1567994525.289
0.450,0.175,99.375,0,0,88080384,8192,23885,707721,1567994526.289
0.700,0.150,99.150,0,0,124780544,4603904,26529,1423554,1567994527.289
0.200,0.100,99.700,0,0,42991616,8192,24082,480852,1567994528.289
0.750,0.200,99.050,0,0,143654912,8192,72017,1521047,1567994529.289
0.350,0.075,99.575,0,0,51380224,8192,17342,712086,1567994530.289
0.350,0.125,99.525,0,0,63963136,8192,31280,485580,1567994531.289
0.625,0.125,99.225,0.025,0,93847552,4091904,20229,1183341,1567994532.289
0.500,0.225,99.275,0,0,98566144,8192,19944,943260,1567994533.289
0.425,0.125,99.450,0,0,76021760,8192,61833,809318,1567994534.289
0.501,0.100,99.399,0,0,96993280,8192,35264,725751,1567994535.289
0.300,0.100,99.600,0,0,44040192,8192,22979,952104,1567994536.289
0.550,0.150,99.300,0,0,105381888,4079616,29161,952368,1567994537.289
0.325,0.125,99.550,0,0,52428800,8192,39832,730107,1567994538.289
0.250,0.100,99.650,0,0,45088768,8192,27414,537509,1567994539.289
0.225,0.100,99.675,0,0,45088768,8192,53437,508317,1567994540.289
0.100,0.075,99.825,0,0,22544384,8192,22853,245127,1567994541.289
0.375,0.100,99.500,0.025,0,67633152,2678784,17301,707469,1567994542.289
0.175,0.075,99.750,0,0,22544384,8192,26879,249681,1567994543.289
0.375,0.100,99.525,0,0,67633152,8192,22413,768226,1567994544.289
0.525,0.175,99.300,0,0,138571776,8192,42520,961902,1567994545.289
0.575,0.100,99.324,0,0,64487424,8192,55895,1219641,1567994546.289
0.175,0.075,99.750,0,0,22544384,3334144,18659,240573,1567994547.289
0,0.025,99.975,0,0,0,8192,21894,9402,1567994548.289
0.275,0.125,99.600,0,0,45088768,8192,57580,568969,1567994549.289
0.100,0.050,99.850,0,0,22544384,8192,18128,240714,1567994550.289
0.400,0.175,99.425,0,0,109576192,8192,71100,522036,1567994551.289
0.700,0.225,99.050,0.025,0,111149056,3076096,53574,1446522,1567994552.289
0.900,0.200,98.900,0,0,139984896,8192,26942,1894872,1567994553.289
0.250,0.100,99.650,0,0,45088768,8192,24358,537099,1567994554.289
0.200,0.025,99.775,0,0,45088768,8192,32584,254301,1567994555.289
0.450,0.150,99.400,0,0,67633152,8192,47961,975006,1567994556.289
0.625,0.300,99.075,0,0,136314880,4014080,40277,1197135,1567994557.289
0.726,0.075,99.199,0,0,111673344,434176,32240,1428108,1567994558.289
0.650,0.150,99.200,0,0,112721920,8192,57919,1271586,1567994559.289
0.175,0.125,99.700,0,0,60817408,8192,30405,245466,1567994560.289
0.801,0.175,99.024,0,0,142082048,8192,28658,1659345,1567994561.289
0.750,0.275,98.950,0.025,0,135266304,5369856,34609,1663701,1567994562.289
0.525,0.225,99.249,0,0,112721920,8192,20215,1178721,1567994563.289
0.275,0.125,99.600,0,0,45088768,8192,84460,596273,1567994564.289
0.300,0.125,99.575,0,0,67108864,8192,24199,476496,1567994565.289
0.801,0.100,99.099,0,0,135790592,8192,32924,1663767,1567994566.289
0.150,0.150,99.675,0.025,0,36175872,3964928,55204,277071,1567994567.289
0.550,0.100,99.350,0,0,82313216,12288,27997,952368,1567994568.289
0.525,0.150,99.325,0,0,92798976,8192,20733,1003885,1567994569.289
0.575,0.225,99.200,0,0,110100480,8192,23032,1183614,1567994570.289
0.800,0.175,99.025,0,0,136839168,8192,29538,1423620,1567994571.289
0.100,0.050,99.825,0.025,0,15204352,4509696,52944,276939,1567994572.289
0.200,0.025,99.775,0,0,45088768,8192,56686,277071,1567994573.289
0.400,0.150,99.450,0,0,74448896,8192,32156,777436,1567994574.289
0.750,0.225,99.025,0,0,132644864,8192,62622,1691223,1567994575.289
0.300,0.100,99.600,0,0,51380224,8192,24232,480918,1567994576.289
0.726,0.200,99.074,0,0,126877696,4268032,66708,1460052,1567994577.289
0.250,0.050,99.700,0,0,42991616,8192,23033,480852,1567994578.289
0.425,0.075,99.500,0,0,83886080,8192,23366,532633,1567994579.289
0.375,0.100,99.525,0,0,51380224,8192,24877,716652,1567994580.289
0.300,0.075,99.625,0,0,45088768,8192,21526,711957,1567994581.289
0.125,0.075,99.775,0.025,0,22544384,2670592,27995,249681,1567994582.289
0.575,0.200,99.225,0,0,127926272,32768,90294,1011612,1567994583.289
0.550,0.100,99.350,0,0,74973184,8192,23283,1003921,1567994584.289
0.775,0.225,99.000,0,0,112721920,8192,30546,1423752,1567994585.289
0.751,0.175,99.074,0,0,135266304,8192,39277,1432794,1567994586.289
0.576,0.150,99.249,0.025,0,112721920,5595136,30289,1187961,1567994587.289
0.575,0.100,99.324,0,0,119537664,901120,36623,956988,1567994588.289
0.901,0.150,98.949,0,0,150994944,8192,56695,1742846,1567994589.289
0.300,0.075,99.625,0,0,45088768,8192,20389,712098,1567994590.289
0.150,0.050,99.800,0,0,29360128,8192,33664,254301,1567994591.289
0.225,0.125,99.650,0,0,38273024,2990080,24521,480786,1567994592.289
0.225,0.125,99.650,0,0,45088768,8192,22216,476298,1567994593.289
0.375,0.150,99.475,0,0,67633152,8192,60597,804658,1567994594.289
0,0.025,99.975,0,0,0,8192,23394,9402,1567994595.289
0.250,0.100,99.650,0,0,45088768,8192,26494,480852,1567994596.289
0.275,0.125,99.575,0.025,0,45088768,2215936,34936,489960,1567994597.289
0.125,0.100,99.775,0,0,27787264,8192,25450,245193,1567994598.289
0.775,0.175,99.050,0,0,130023424,12288,54702,1502769,1567994599.289
0.675,0.200,99.125,0,0,145231872,8192,29551,1183746,1567994600.289
0.826,0.125,99.049,0,0,140509184,8192,24770,1654725,1567994601.289
0.625,0.150,99.200,0.025,0,97517568,5353472,36716,1197069,1567994602.289
0.300,0.100,99.600,0,0,76021760,8192,60736,513288,1567994603.289
0.325,0.100,99.575,0,0,36700160,8192,24479,772648,1567994604.289
0.250,0.100,99.650,0,0,45088768,8192,20476,476352,1567994605.289
0.625,0.150,99.224,0,0,112721920,8192,39397,1197069,1567994606.289
0.050,0.050,99.900,0,0,26738688,3133440,30634,14022,1567994607.289
0.525,0.075,99.400,0,0,79167488,8192,65007,988710,1567994608.289
0.425,0.150,99.425,0,0,74448896,8192,27975,772780,1567994609.289
0.500,0.125,99.375,0,0,67633152,8192,28212,952377,1567994610.289
0.350,0.150,99.500,0,0,67633152,8192,60435,748455,1567994611.289
0.400,0.075,99.499,0.025,0,90177536,3760128,20840,707535,1567994612.289
0.100,0.050,99.850,0,0,0,8192,32694,254169,1567994613.289
0.250,0.100,99.650,0,0,45088768,8192,59074,568965,1567994614.289
0.525,0.175,99.300,0,0,94896128,8192,103405,1025100,1567994615.289
0.325,0.100,99.575,0,0,62914560,8192,28924,721065,1567994616.289
0.475,0.125,99.400,0,0,122683392,3379200,21324,707667,1567994617.289
0.576,0.175,99.249,0,0,113246208,8192,20395,1178721,1567994618.289
0.875,0.150,98.975,0,0,114294784,1912832,39433,1488963,1567994619.289
0.550,0.075,99.375,0,0,55574528,8192,40279,965973,1567994620.289
0.150,0.050,99.800,0,0,22544384,8192,51845,272451,1567994621.289
0.375,0.125,99.500,0,0,69730304,1966080,65372,517416,1567994622.289
0.375,0.100,99.525,0,0,65536000,8192,25768,952170,1567994623.289
0.150,0.100,99.750,0,0,44564480,8192,23085,296944,1567994624.289
0.800,0.250,98.950,0,0,143130624,8192,41370,1670299,1567994625.289
0.525,0.175,99.300,0,0,101187584,8192,20414,943062,1567994626.289
0.575,0.275,99.125,0.025,0,116916224,4714496,40519,1197123,1567994627.289
0.100,0.025,99.875,0,0,0,8192,46170,267831,1567994628.289
0.625,0.225,99.150,0,0,140509184,8192,52139,1262512,1567994629.289
0.550,0.150,99.300,0,0,95420416,8192,51539,975081,1567994630.289
0.600,0.100,99.300,0,0,79691776,8192,26139,952236,1567994631.289
0.375,0.150,99.475,0,0,67633152,3964928,35955,961344,1567994632.289
0.700,0.225,99.075,0,0,112721920,8192,20353,1178919,1567994633.290
0.550,0.225,99.226,0,0,98041856,12288,62701,804724,1567994634.289
0.350,0.050,99.600,0,0,59768832,8192,26782,952104,1567994635.289
0.250,0.125,99.625,0,0,45088768,8192,62998,517284,1567994636.289
0.325,0.075,99.600,0,0,45088768,8192,26164,480852,1567994637.289
0.475,0.125,99.375,0.025,0,105381888,3678208,25195,947814,1567994638.289
0.125,0.050,99.825,0,0,7340032,8192,32868,310404,1567994639.289
0.150,0.050,99.800,0,0,22544384,8192,25082,245268,1567994640.289
0.275,0.125,99.600,0,0,45088768,8192,17374,471744,1567994641.289
0.275,0.075,99.650,0,0,45088768,8192,53266,508176,1567994642.289
0.275,0.100,99.625,0,0,46661632,2424832,36693,490080,1567994643.289
0.375,0.075,99.550,0,0,66060288,8192,32614,777268,1567994644.289
0.200,0.100,99.700,0,0,45088768,8192,22540,476298,1567994645.289
0.300,0.150,99.550,0,0,68681728,8192,58171,508308,1567994646.289
0.500,0.175,99.275,0.050,0,93462528,8192,19263,943128,1567994647.289
0.400,0.100,99.475,0.025,0,40894464,3448832,29261,721041,1567994648.289
0.125,0.050,99.825,0,0,45088768,8192,31995,306106,1567994649.289
0.600,0.125,99.275,0,0,90177536,1138688,32706,1192628,1567994650.289
0,0,100,0,0,0,8192,54612,41280,1567994651.289
0.400,0.150,99.450,0,0,67633152,8192,28281,716577,1567994652.289
0.451,0.100,99.449,0,0,90177536,1490944,33662,956856,1567994653.289
0.225,0.100,99.675,0,0,45088768,8192,26890,537055,1567994654.289
0.625,0.150,99.224,0,0,127401984,45056,23430,1178985,1567994655.289
0.400,0.100,99.500,0,0,68157440,8192,50175,739347,1567994656.289
0.125,0.075,99.800,0,0,7340032,8192,31080,254169,1567994657.289
0.300,0.075,99.625,0,0,45088768,3325952,52306,508176,1567994658.289
0.400,0.050,99.550,0,0,67633152,0,26337,772812,1567994659.289
0,0.025,99.975,0,0,0,8192,17655,4989,1567994660.289
0,0.025,99.975,0,0,0,8192,14166,294,1567994661.289
0,0.050,99.950,0,0,0,8192,70374,54942,1567994662.289
0.025,0.025,99.925,0.025,0,0,1396736,62286,45834,1567994663.289
0.025,0.025,99.950,0,0,0,8192,16002,56497,1567994664.289
0,0.025,99.975,0,0,0,12288,80742,64104,1567994665.289
0,0.050,99.950,0,0,0,8192,25194,9402,1567994666.289
0.025,0.025,99.950,0,0,0,8192,20318,5274,1567994667.289
0,0,100,0,0,0,348160,28314,14088,1567994668.289
0.025,0.025,99.950,0,0,0,8192,27942,70159,1567994669.289
0.025,0.100,99.850,0.025,0,1347584,364544,52099,37691,1567994670.289
0.025,0.025,99.950,0,0,98304,8192,28440,14219,1567994671.289
0,0.025,99.975,0,0,0,8192,19020,4848,1567994672.289
0,0.050,99.950,0,0,0,8192,23214,9402,1567994673.289
0.025,0.025,99.950,0,0,0,8192,59988,102037,1567994674.289
0.025,0.025,99.950,0,0,0,401408,59826,45834,1567994675.289
0,0.025,99.975,0,0,0,8192,17700,4848,1567994676.289
0,0.050,99.950,0,0,0,8192,22554,9402,1567994677.289
0,0,100,0,0,0,8192,18180,4848,1567994678.289
0,0.025,99.975,0,0,0,8192,54732,97483,1567994679.289
0,0.025,99.975,0,0,0,348160,35571,23205,1567994680.289
0.050,0.025,99.925,0,0,0,8192,16932,5076,1567994681.289
0,0.025,99.975,0,0,0,8192,24828,13956,1567994682.289
0.025,0.050,99.925,0,0,0,8192,10386,294,1567994683.289
0.025,0,99.975,0,0,0,8192,25116,70159,1567994684.289
0,0.025,99.975,0,0,0,323584,57246,45834,1567994685.289
0,0,100,0,0,0,8192,51312,41280,1567994686.289
0.050,0.075,99.875,0,0,0,8192,29262,18510,1567994687.289
0,0,100,0,0,0,8192,14820,4848,1567994688.289
0.025,0.025,99.950,0,0,0,8192,24390,70159,1567994689.289
0.025,0.025,99.950,0,0,0,327680,10641,435,1567994690.289
0.025,0.025,99.950,0,0,0,90112,30000,18510,1567994691.289
0.025,0.050,99.925,0,0,0,8192,57546,45834,1567994692.289
0,0.025,99.975,0,0,0,8192,21834,9402,1567994693.289
0.025,0.025,99.950,0,0,0,8192,22476,65605,1567994694.289
0,0.025,99.975,0,0,0,335872,32622,18510,1567994695.289
0.300,0.250,99.450,0,0,0,12288,52877,39545,1567994696.289
1.127,0.801,97.897,0.175,0,7155712,602112,21331,9492,1567994697.289
0.050,0.075,99.875,0,0,389120,913408,29832,20338,1567994698.289
0,0.025,99.975,0,0,0,8192,61566,106645,1567994699.289
0.025,0.025,99.950,0,0,0,8192,15315,4989,1567994700.289
